index,next_station_name,index_station_next,anchor,height,stagger,abrasion,dist,dist_accum,info
1,浦沿站,2,M018-16,4042,173,0,10,0,
2,浦沿站,2,M018-17,4042,148,0,10,10,
3,浦沿站,2,M018-18,4041,105,0,10,20,
4,浦沿站,2,M018-19,4039,71,0,10,30,
5,浦沿站,2,M018-20,4042,33,0,10,40,
6,浦沿站,2,M018-21,4039,3,0,8.5,48.5,
7,浦沿站,2,M018-22,4039,-25,0,6.8,55.3,
8,浦沿站,2,M018-23,4039,-40,0,5,60.3,
9,浦沿站,2,M020-01,4043,167,0,1.3,61.6,
10,浦沿站,2,M018-24,4043,-50,0,2,63.6,
11,浦沿站,2,M020-02,4040,170,0,2,65.6,
12,浦沿站,2,M020-03,4042,149,0,5,70.6,
13,浦沿站,2,M020-04,4041,126,0,5.6,76.2,
14,浦沿站,2,M020-05,4041,104,0,6,82.2,
15,浦沿站,2,M020-06,4040,73,0,8,90.2,
16,浦沿站,2,M020-07,4038,19,0,8,98.2,
17,浦沿站,2,M020-08,4039,0,0,7.7,105.9,
18,浦沿站,2,M020-09,4040,-49,0,8,113.9,
19,浦沿站,2,M020-10,4039,-74,0,8,121.9,
20,浦沿站,2,M020-11,4038,-107,0,8,129.9,
21,浦沿站,2,M020-12,4040,-141,0,8,137.9,
22,浦沿站,2,M020-13,4041,-177,0,8,145.9,
23,浦沿站,2,M020-14,4040,-145,0,8,153.9,
24,浦沿站,2,M020-15,4040,-113,0,8,161.9,
25,浦沿站,2,M020-16,4040,-80,0,8,169.9,
26,浦沿站,2,M020-17,4040,-51,0,8,177.9,
27,浦沿站,2,M020-18,4040,-26,0,8,185.9,
28,浦沿站,2,M020-19,4041,-4,0,8,193.9,
29,浦沿站,2,M020-20,4041,24,0,8,201.9,
30,浦沿站,2,M020-21,4043,53,0,7,208.9,
31,浦沿站,2,M020-22,4042,93,0,7,215.9,
32,浦沿站,2,M020-23,4040,105,0,5,220.9,
33,浦沿站-杨家墩站区间,2,M022-01,4049,-168,5.4,1.3,222.2,
34,浦沿站,2,M020-24,4045,115,0,2,224.2,
35,浦沿站-杨家墩站区间,2,M022-02,4043,-152,5.6,2,226.2,
36,浦沿站-杨家墩站区间,2,M022-03,4041,-129,5.5,5,231.2,
37,浦沿站-杨家墩站区间,2,M022-04,4039,-108,2,7,238.2,
38,浦沿站-杨家墩站区间,2,M022-05,4039,-81,3,8,246.2,
39,浦沿站-杨家墩站区间,2,M022-06,4039,-55,3,8,254.2,
40,浦沿站-杨家墩站区间,2,M022-07,4040,-11,4,8,262.2,
41,浦沿站-杨家墩站区间,2,M022-08,4041,14,4,8,270.2,
42,浦沿站-杨家墩站区间,2,M022-09,4041,39,4.8,8,278.2,
43,浦沿站-杨家墩站区间,2,M022-10,4039,73,3,8,286.2,
44,浦沿站-杨家墩站区间,2,M022-11,4039,102,0,8,294.2,
45,浦沿站-杨家墩站区间,2,M022-12,4039,135,0,8,302.2,
46,浦沿站-杨家墩站区间,2,M022-13,4038,165,0,8,310.2,
47,浦沿站-杨家墩站区间,2,M022-14,4039,193,0,8,318.2,
48,浦沿站-杨家墩站区间,2,M022-15,4041,228,0,8,326.2,
49,浦沿站-杨家墩站区间,2,M022-16,4040,253,1,8,334.2,
50,浦沿站-杨家墩站区间,2,M022-17,4040,284,1,8,342.2,
51,浦沿站-杨家墩站区间,2,M022-18,4040,254,2,8,350.2,
52,浦沿站-杨家墩站区间,2,M022-19,4040,225,2,8,358.2,
53,浦沿站-杨家墩站区间,2,M022-20,4039,204,2,8,366.2,
54,浦沿站-杨家墩站区间,2,M022-21,4042,177,1,8,374.2,
55,浦沿站-杨家墩站区间,2,M022-22,4042,149,0,8,382.2,
56,浦沿站-杨家墩站区间,2,M022-23,4039,124,0,8,390.2,
57,浦沿站-杨家墩站区间,2,M022-24,4041,103,0,8,398.2,
58,浦沿站-杨家墩站区间,2,M022-25,4038,72,0,8,406.2,
59,浦沿站-杨家墩站区间,2,M022-26,4039,51,0,8,414.2,
60,浦沿站-杨家墩站区间,2,M022-27,4040,26,0,8,422.2,
61,浦沿站-杨家墩站区间,2,M022-28,4040,1,0,8,430.2,
62,浦沿站-杨家墩站区间,2,M022-29,4039,-34,0,8.8,439,
63,浦沿站-杨家墩站区间,2,M022-30,4039,-59,0,8.5,447.5,
64,浦沿站-杨家墩站区间,2,M022-31,4038,-83,0,7,454.5,
65,浦沿站-杨家墩站区间,2,M022-32,4040,-99,4,5,459.5,
66,浦沿站-杨家墩站区间,2,M024-01,4044,102,4,1.3,460.8,
67,浦沿站-杨家墩站区间,2,M022-33,4041,-103,4,2,462.8,
68,浦沿站-杨家墩站区间,2,M024-02,4041,99,4,2,464.8,
69,浦沿站-杨家墩站区间,2,M024-03,4039,81,1,5,469.8,
70,浦沿站-杨家墩站区间,2,M024-04,4038,53,1,7,476.8,
71,浦沿站-杨家墩站区间,2,M024-05,4038,37,1,8,484.8,
72,浦沿站-杨家墩站区间,2,M024-06,4038,1,1,8,492.8,
73,浦沿站-杨家墩站区间,2,M024-07,4038,-20,1,8,500.8,
74,浦沿站-杨家墩站区间,2,M024-08,4039,-41,1,8,508.8,
75,浦沿站-杨家墩站区间,2,M024-09,4038,-49,1,8,516.8,
76,浦沿站-杨家墩站区间,2,M024-10,4038,-105,1,8,524.8,
77,浦沿站-杨家墩站区间,2,M024-11,4039,-131,1,8,532.8,
78,浦沿站-杨家墩站区间,2,M024-12,4038,-160,1,8,540.8,
79,浦沿站-杨家墩站区间,2,M024-13,4038,-189,1,8,548.8,
80,浦沿站-杨家墩站区间,2,M024-14,4038,-208,1,8,556.8,
81,浦沿站-杨家墩站区间,2,M024-15,4038,-238,1,8,564.8,
82,浦沿站-杨家墩站区间,2,M024-16,4038,-268,1,8,572.8,
83,浦沿站-杨家墩站区间,2,M024-17,4038,-292,1,8,580.8,
84,浦沿站-杨家墩站区间,2,M024-18,4040,-258,1,8,588.8,
85,浦沿站-杨家墩站区间,2,M024-19,4039,-235,1,8,596.8,
86,浦沿站-杨家墩站区间,2,M024-20,4039,-215,1,8,604.8,
87,浦沿站-杨家墩站区间,2,M024-21,4038,-190,1,8,612.8,
88,浦沿站-杨家墩站区间,2,M024-22,4038,-159,1,8,620.8,
89,浦沿站-杨家墩站区间,2,M024-23,4038,-135,1,8,628.8,
90,浦沿站-杨家墩站区间,2,M024-24,4039,-109,1,8,636.8,
91,浦沿站-杨家墩站区间,2,M024-25,4040,-82,1,8,644.8,
92,浦沿站-杨家墩站区间,2,M024-26,4040,-52,1,8,652.8,
93,浦沿站-杨家墩站区间,2,M024-27,4040,-30,1,8,660.8,
94,浦沿站-杨家墩站区间,2,M024-28,4040,-5,1,8,668.8,
95,浦沿站-杨家墩站区间,2,M024-29,4040,24,1,8.8,677.6,
96,浦沿站-杨家墩站区间,2,M024-30,4038,40,1,8.5,686.1,
97,浦沿站-杨家墩站区间,2,M024-31,4039,66,1,7,693.1,
98,浦沿站-杨家墩站区间,2,M024-32,4041,86,4,5,698.1,
99,浦沿站-杨家墩站区间,2,M026-01,4045,-101,3,1.3,699.4,
100,浦沿站-杨家墩站区间,2,M024-33,4044,95,4,2,701.4,
101,浦沿站-杨家墩站区间,2,M026-02,4041,-109,3,2,703.4,
102,浦沿站-杨家墩站区间,2,M026-03,4040,-76,1,5,708.4,
103,浦沿站-杨家墩站区间,2,M026-04,4040,-51,1,7,715.4,
104,浦沿站-杨家墩站区间,2,M026-05,4038,-18,1,8,723.4,
105,浦沿站-杨家墩站区间,2,M026-06,4039,6,1,8,731.4,
106,浦沿站-杨家墩站区间,2,M026-07,4040,24,1,8,739.4,
107,浦沿站-杨家墩站区间,2,M026-08,4041,68,2,8,747.4,
108,浦沿站-杨家墩站区间,2,M026-09,4040,84,1,8,755.4,
109,浦沿站-杨家墩站区间,2,M026-10,4040,97,1,8,763.4,
110,浦沿站-杨家墩站区间,2,M026-11,4038,133,1,8,771.4,
111,浦沿站-杨家墩站区间,2,M026-12,4038,155,1,8,779.4,
112,浦沿站-杨家墩站区间,2,M026-13,4039,177,1,8,787.4,
113,浦沿站-杨家墩站区间,2,M026-14,4039,194,2,8,795.4,
114,浦沿站-杨家墩站区间,2,M026-15,4040,245,2,8,803.4,
115,浦沿站-杨家墩站区间,2,M026-16,4041,272,2,8,811.4,
116,浦沿站-杨家墩站区间,2,M026-17,4039,282,2,8,819.4,
117,浦沿站-杨家墩站区间,2,M026-18,4040,268,2,8,827.4,
118,浦沿站-杨家墩站区间,2,M026-19,4040,247,2,8,835.4,
119,浦沿站-杨家墩站区间,2,M026-20,4041,204,2,8,843.4,
120,浦沿站-杨家墩站区间,2,M026-21,4038,184,2,8,851.4,
121,浦沿站-杨家墩站区间,2,M026-22,4039,146,2,8,859.4,
122,浦沿站-杨家墩站区间,2,M026-23,4041,126,2,8,867.4,
123,浦沿站-杨家墩站区间,2,M026-24,4039,96,2,8,875.4,
124,浦沿站-杨家墩站区间,2,M026-25,4040,62,2,8,883.4,
125,浦沿站-杨家墩站区间,2,M026-26,4040,32,2,8,891.4,
126,浦沿站-杨家墩站区间,2,M026-27,4040,9,2,8,899.4,
127,浦沿站-杨家墩站区间,2,M026-28,4040,-4,2,8,907.4,
128,浦沿站-杨家墩站区间,2,M026-29,4039,-25,2,8.8,916.2,
129,浦沿站-杨家墩站区间,2,M026-30,4039,-66,2,8.5,924.7,
130,浦沿站-杨家墩站区间,2,M026-31,4041,-86,2,7,931.7,
131,浦沿站-杨家墩站区间,2,M026-32,4043,-95,2,5,936.7,
132,杨家墩站,2,M028-01,4047,96,2,1.3,938,
133,浦沿站-杨家墩站区间,2,M026-33,4046,-111,3,2,940,
134,杨家墩站,2,M028-02,4042,91,2,2,942,
135,杨家墩站,2,M028-03,4042,69,2,5,947,
136,杨家墩站,2,M028-04,4041,53,2,5.5,952.5,
137,杨家墩站,2,M028-05,4042,36,2,7.5,960,
138,杨家墩站,2,M028-06,4042,3,2,8,968,
139,杨家墩站,2,M028-07,4042,-12,2,8,976,
140,杨家墩站,2,M028-08,4042,-52,2,10,986,
141,杨家墩站,2,M028-09,4040,-86,2,10,996,
142,杨家墩站,2,M028-10,4039,-107,2,10,1006,
143,杨家墩站,2,M028-11,4040,-158,2,10,1016,
144,杨家墩站,3,M028-12,4040,-191,5,10,10,
145,杨家墩站,3,M028-13,4042,-217,4.9,10,20,
146,杨家墩站,3,M028-14,4042,-243,4,10,30,
147,杨家墩站,3,M028-15,4040,-280,2,10,40,
148,杨家墩站,3,M028-16,4042,-243,5.6,10,50,
149,杨家墩站,3,M028-17,4040,-217,4,10,60,
150,杨家墩站,3,M028-18,4041,-180,3.1,9.3,69.3,
151,杨家墩站,3,M028-19,4040,-152,4,8,77.3,
152,杨家墩站,3,M028-20,4040,-153,4,8,85.3,
153,杨家墩站,3,M028-21,4040,-111,4,8,93.3,
154,杨家墩站,3,M028-22,4042,-90,4.9,8,101.3,
155,杨家墩站,3,M028-23,4040,-56,4,8,109.3,
156,杨家墩站,3,M028-24,4041,-36,2,8,117.3,
157,杨家墩站,3,M028-25,4042,0,2,8,125.3,
158,杨家墩站,3,M028-26,4042,34,2,8,133.3,
159,杨家墩站,3,M028-27,4040,55,2,7,140.3,
160,杨家墩站,3,M028-28,4040,77,2,7,147.3,
161,杨家墩站,3,M028-29,4041,95,2,7,154.3,
162,杨家墩站,3,M028-30,4042,115,6.7,5,159.3,
163,杨家墩站-中医药大学站区间,3,M030-01,4049,-86,2,1.3,160.6,
164,杨家墩站,3,M028-31,4045,128,4,2,162.6,
165,杨家墩站-中医药大学站区间,3,M030-02,4043,-82,-2,2,164.6,
166,杨家墩站-中医药大学站区间,3,M030-03,4040,-73,-2,5,169.6,
167,杨家墩站-中医药大学站区间,3,M030-04,4041,-60,-2,7,176.6,
168,杨家墩站-中医药大学站区间,3,M030-05,4041,-33,-2,8,184.6,
169,杨家墩站-中医药大学站区间,3,M030-06,4039,-11,-2,8,192.6,
170,杨家墩站-中医药大学站区间,3,M030-07,4041,26,-2,8,200.6,
171,杨家墩站-中医药大学站区间,3,M030-08,4041,54,-2,8,208.6,
172,杨家墩站-中医药大学站区间,3,M030-09,4040,76,-2,8,216.6,
173,杨家墩站-中医药大学站区间,3,M030-10,4042,96,-2,8,224.6,
174,杨家墩站-中医药大学站区间,3,M030-11,4040,123,-2,8,232.6,
175,杨家墩站-中医药大学站区间,3,M030-12,4040,157,-2,8,240.6,
176,杨家墩站-中医药大学站区间,3,M030-13,4041,181,-2,8,248.6,
177,杨家墩站-中医药大学站区间,3,M030-14,4042,205,-2,8,256.6,
178,杨家墩站-中医药大学站区间,3,M030-15,4041,231,-2,8,264.6,
179,杨家墩站-中医药大学站区间,3,M030-16,4041,288,-2,8,272.6,
180,杨家墩站-中医药大学站区间,3,M030-17,4039,246,-2,8,280.6,
181,杨家墩站-中医药大学站区间,3,M030-18,4041,222,-2,8,288.6,
182,杨家墩站-中医药大学站区间,3,M030-19,4041,196,-2,8,296.6,
183,杨家墩站-中医药大学站区间,3,M030-20,4041,150,-2,8,304.6,
184,杨家墩站-中医药大学站区间,3,M030-21,4041,112,-2,8,312.6,
185,杨家墩站-中医药大学站区间,3,M030-22,4042,85,-2,8,320.6,
186,杨家墩站-中医药大学站区间,3,M030-23,4041,49,-2,8,328.6,
187,杨家墩站-中医药大学站区间,3,M030-24,4042,30,-2,8,336.6,
188,杨家墩站-中医药大学站区间,3,M030-25,4042,2,-2,8,344.6,
189,杨家墩站-中医药大学站区间,3,M030-26,4042,-21,-2,8.8,353.4,
190,杨家墩站-中医药大学站区间,3,M030-27,4043,-56,-2,8.5,361.9,
191,杨家墩站-中医药大学站区间,3,M030-28,4041,-73,-2,7,368.9,
192,杨家墩站-中医药大学站区间,3,M030-29,4041,-93,-2,5,373.9,
193,杨家墩站-中医药大学站区间,3,M032-01,4043,102,1,1.3,375.2,
194,杨家墩站-中医药大学站区间,3,M030-30,4044,-104,-2,2,377.2,
195,杨家墩站-中医药大学站区间,3,M032-02,4043,93,2,2,379.2,
196,杨家墩站-中医药大学站区间,3,M032-03,4041,78,2,5,384.2,
197,杨家墩站-中医药大学站区间,3,M032-04,4041,64,2,7,391.2,
198,杨家墩站-中医药大学站区间,3,M032-05,4041,39,2,8,399.2,
199,杨家墩站-中医药大学站区间,3,M032-06,4040,11,2,8,407.2,
200,杨家墩站-中医药大学站区间,3,M032-07,4040,-19,2,8,415.2,
201,杨家墩站-中医药大学站区间,3,M032-08,4039,-57,2,8,423.2,
202,杨家墩站-中医药大学站区间,3,M032-09,4042,-76,2,8,431.2,
203,杨家墩站-中医药大学站区间,3,M032-10,4040,-118,2,8,439.2,
204,杨家墩站-中医药大学站区间,3,M032-11,4041,-132,2,8,447.2,
205,杨家墩站-中医药大学站区间,3,M032-12,4041,-164,2,8,455.2,
206,杨家墩站-中医药大学站区间,3,M032-13,4040,-194,2,8,463.2,
207,杨家墩站-中医药大学站区间,3,M032-14,4040,-227,2,8,471.2,
208,杨家墩站-中医药大学站区间,3,M032-15,4040,-259,1,8,479.2,
209,杨家墩站-中医药大学站区间,3,M032-16,4041,-278,1,8,487.2,
210,杨家墩站-中医药大学站区间,3,M032-17,4041,-256,1,8,495.2,
211,杨家墩站-中医药大学站区间,3,M032-18,4042,-225,1,8,503.2,
212,杨家墩站-中医药大学站区间,3,M032-19,4042,-202,1,8,511.2,
213,杨家墩站-中医药大学站区间,3,M032-20,4040,-171,1,8,519.2,
214,杨家墩站-中医药大学站区间,3,M032-21,4040,-149,1,8,527.2,
215,杨家墩站-中医药大学站区间,3,M032-22,4040,-118,1,8,535.2,
216,杨家墩站-中医药大学站区间,3,M032-23,4039,-80,1,8,543.2,
217,杨家墩站-中医药大学站区间,3,M032-24,4041,-57,1,8,551.2,
218,杨家墩站-中医药大学站区间,3,M032-25,4040,-30,1,8,559.2,
219,杨家墩站-中医药大学站区间,3,M032-26,4040,0,1,8.8,568,
220,杨家墩站-中医药大学站区间,3,M032-27,4042,37,1,8.5,576.5,
221,杨家墩站-中医药大学站区间,3,M032-28,4041,63,1,7,583.5,
222,杨家墩站-中医药大学站区间,3,M032-29,4041,74,1,5,588.5,
223,中医药大学站右线,3,M034-01,4045,-114,4,1.3,589.8,
224,杨家墩站-中医药大学站区间,3,M032-30,4044,84,1,2,591.8,
225,中医药大学站右线,3,M034-02,4042,-109,1,2,593.8,
226,中医药大学站右线,3,M034-03,4040,-98,1,5,598.8,
227,中医药大学站右线,3,M034-04,4041,-73,1,7,605.8,
228,中医药大学站右线,3,M034-05,4040,-48,1,8,613.8,
229,中医药大学站右线,3,M034-06,4041,-12,1,8,621.8,
230,中医药大学站右线,3,M034-07,4041,12,1,8,629.8,
231,中医药大学站右线,3,M034-08,4041,46,1,8,637.8,
232,中医药大学站右线,3,M034-09,4040,78,1,8,645.8,
233,中医药大学站右线,3,M034-10,4043,116,1,8,653.8,
234,中医药大学站右线,3,M034-11,4041,135,1,8,661.8,
235,中医药大学站右线,3,M034-12,4040,169,1,8,669.8,
236,中医药大学站右线,3,M034-13,4042,196,1,8,677.8,
237,中医药大学站右线,3,M034-14,4042,216,1,8,685.8,
238,中医药大学站右线,3,M034-15,4040,249,1,8,693.8,
239,中医药大学站右线,3,M034-16,4042,279,1,7,700.8,
240,中医药大学站右线,3,M034-17,4042,252,1,7,707.8,
241,中医药大学站右线,3,M034-18,4042,231,1,7,714.8,
242,中医药大学站右线,3,M034-19,4042,186,1,7,721.8,
243,中医药大学站右线,3,M034-20,4042,163,1,8,729.8,
244,中医药大学站右线,3,M034-21,4041,149,1,8.16,737.96,
245,中医药大学站右线,3,M034-22,4042,106,1,8,745.96,
246,中医药大学站右线,3,M034-23,4040,75,1,9.14,755.1,
247,中医药大学站右线,3,M034-24,4041,54,1,8,763.1,
248,中医药大学站右线,3,M034-25,4040,32,1,8,771.1,
249,中医药大学站右线,3,M034-26,4041,2,1,8,779.1,
250,中医药大学站右线,3,M034-27,4041,-22,1,8,787.1,
251,中医药大学站右线,3,M034-28,4040,-43,1,8,795.1,
252,中医药大学站右线,3,M034-29,4039,-69,1,8,803.1,
253,中医药大学站右线,3,M034-30,4042,-100,1,7,810.1,
254,中医药大学站右线,3,M034-31,4042,-118,1,5,815.1,
255,中医药大学站右线,3,M036-01,4045,92,-2,1.3,816.4,
256,中医药大学站右线,3,M034-32,4045,-117,1,2,818.4,
257,中医药大学站右线,3,M036-02,4041,73,-2,2,820.4,
258,中医药大学站右线,3,M036-03,4042,70,-2,5,825.4,
259,中医药大学站右线,3,M036-04,4040,40,-2,7,832.4,
260,中医药大学站右线,3,M036-05,4039,27,-2,8,840.4,
261,中医药大学站右线,3,M036-06,4040,4,-2,8,848.4,
262,中医药大学站右线,3,M036-07,4039,-33,-2,8,856.4,
263,中医药大学站右线,3,M036-08,4040,-40,-2,8,864.4,
264,中医药大学站右线,3,M036-09,4040,-72,-2,8,872.4,
265,中医药大学站右线,3,M036-10,4039,-108,-2,8,880.4,
266,中医药大学站右线,3,M036-11,4041,-113,-2,7,887.4,
267,中医药大学站右线,3,M036-12,4040,-147,-2,8,895.4,
268,中医药大学站右线,3,M036-13,4038,-171,-2,10,905.4,
269,中医药大学站右线,3,M036-14,4042,-209,-2,10,915.4,
270,中医药大学站右线,3,M036-15,4040,-248,-2,10,925.4,
271,中医药大学站右线,3,M036-16,4042,-276,-2,9,934.4,
272,中医药大学站右线,4,M036-17,4040,-245,-2,10,10,
273,中医药大学站右线,4,M036-18,4040,-208,-2,10,20,
274,中医药大学站右线,4,M036-19,4040,-174,-2,9,29,
275,中医药大学站右线,4,M036-20,4040,-148,-2,10,39,
276,中医药大学站右线,4,M036-21,4040,-119,-2,9.3,48.3,
277,中医药大学站右线,4,M036-22,4040,-56,-2,8,56.3,
278,中医药大学站右线,4,M036-23,4041,-67,-2,8,64.3,
279,中医药大学站右线,4,M036-24,4041,-47,-2,7,71.3,
280,中医药大学站右线,4,M036-25,4040,-37,-2,7,78.3,
281,中医药大学站右线,4,M036-26,4040,-16,-2,7,85.3,
282,中医药大学站右线,4,M036-27,4040,-6,-2,8,93.3,
283,中医药大学站右线,4,M036-28,4040,20,-2,8,101.3,
284,中医药大学站右线,4,M036-29,4042,63,-2,7,108.3,
285,中医药大学站右线,4,M036-30,4040,78,-2,6,114.3,
286,中医药大学站右线,4,M036-31,4042,110,-2,5,119.3,
287,中医药大学站-联庄站区间,4,M038-01,4046,-113,1,1.3,120.6,
288,中医药大学站右线,4,M036-32,4043,100,-2,2,122.6,
289,中医药大学站-联庄站区间,4,M038-02,4040,-105,1,2,124.6,
290,中医药大学站-联庄站区间,4,M038-03,4041,-77,1,5,129.6,
291,中医药大学站-联庄站区间,4,M038-04,4040,-74,1,6,135.6,
292,中医药大学站-联庄站区间,4,M038-05,4038,-34,1,6,141.6,
293,中医药大学站-联庄站区间,4,M038-06,4038,-25,1,6,147.6,
294,中医药大学站-联庄站区间,4,M038-07,4040,8,1,7,154.6,
295,中医药大学站-联庄站区间,4,M038-08,4038,23,1,7,161.6,
296,中医药大学站-联庄站区间,4,M038-09,4040,41,1,7,168.6,
297,中医药大学站-联庄站区间,4,M038-10,4040,66,1,7,175.6,
298,中医药大学站-联庄站区间,4,M038-11,4039,92,1,7,182.6,
299,中医药大学站-联庄站区间,4,M038-12,4039,104,1,7,189.6,
300,中医药大学站-联庄站区间,4,M038-13,4039,135,1,7,196.6,
301,中医药大学站-联庄站区间,4,M038-14,4040,160,1,7,203.6,
302,中医药大学站-联庄站区间,4,M038-15,4039,179,1,7,210.6,
303,中医药大学站-联庄站区间,4,M038-16,4039,203,1,7,217.6,
304,中医药大学站-联庄站区间,4,M038-17,4040,218,1,7,224.6,
305,中医药大学站-联庄站区间,4,M038-18,4040,240,1,7,231.6,
306,中医药大学站-联庄站区间,4,M038-19,4043,274,1,7,238.6,
307,中医药大学站-联庄站区间,4,M038-20,4040,240,1,7,245.6,
308,中医药大学站-联庄站区间,4,M038-21,4041,222,1,7,252.6,
309,中医药大学站-联庄站区间,4,M038-22,4043,195,1,7,259.6,
310,中医药大学站-联庄站区间,4,M038-23,4041,169,1,7,266.6,
311,中医药大学站-联庄站区间,4,M038-24,4041,140,1,7,273.6,
312,中医药大学站-联庄站区间,4,M038-25,4040,114,1,7,280.6,
313,中医药大学站-联庄站区间,4,M038-26,4041,91,1,7,287.6,
314,中医药大学站-联庄站区间,4,M038-27,4040,67,1,7,294.6,
315,中医药大学站-联庄站区间,4,M038-28,4042,37,1,7,301.6,
316,中医药大学站-联庄站区间,4,M038-29,4040,20,1,7,308.6,
317,中医药大学站-联庄站区间,4,M038-30,4041,-10,1,7,315.6,
318,中医药大学站-联庄站区间,4,M038-31,4041,-36,1,7,322.6,
319,中医药大学站-联庄站区间,4,M038-32,4042,-60,1,6.3,328.9,
320,中医药大学站-联庄站区间,4,M038-33,4041,-89,1,6,334.9,
321,中医药大学站-联庄站区间,4,M038-34,4040,-98,1,6,340.9,
322,中医药大学站-联庄站区间,4,M038-35,4040,-115,1,5,345.9,
323,中医药大学站-联庄站区间,4,M040-01,4045,93,1,1.3,347.2,
324,中医药大学站-联庄站区间,4,M038-36,4046,-122,1,2,349.2,
325,中医药大学站-联庄站区间,4,M040-02,4043,80,1,2,351.2,
326,中医药大学站-联庄站区间,4,M040-03,4041,66,1,5,356.2,
327,中医药大学站-联庄站区间,4,M040-04,4040,39,1,7,363.2,
328,中医药大学站-联庄站区间,4,M040-05,4041,8,1,7,370.2,
329,中医药大学站-联庄站区间,4,M040-06,4040,-20,1,7,377.2,
330,中医药大学站-联庄站区间,4,M040-07,4038,-33,1,7,384.2,
331,中医药大学站-联庄站区间,4,M040-08,4039,-62,1,7,391.2,
332,中医药大学站-联庄站区间,4,M040-09,4038,-82,1,7,398.2,
333,中医药大学站-联庄站区间,4,M040-10,4040,-110,1,7,405.2,
334,中医药大学站-联庄站区间,4,M040-11,4041,-136,1,7.3,412.5,
335,中医药大学站-联庄站区间,4,M040-12,4040,-165,1,8,420.5,
336,中医药大学站-联庄站区间,4,M040-13,4038,-195,1,8,428.5,
337,中医药大学站-联庄站区间,4,M040-14,4038,-231,1,8,436.5,
338,中医药大学站-联庄站区间,4,M040-15,4038,-251,1,8,444.5,
339,中医药大学站-联庄站区间,4,M040-16,4036,-281,1,8,452.5,
340,中医药大学站-联庄站区间,4,M040-17,4038,-262,1,8,460.5,
341,中医药大学站-联庄站区间,4,M040-18,4038,-220,1,8,468.5,
342,中医药大学站-联庄站区间,4,M040-19,4039,-199,2,8,476.5,
343,中医药大学站-联庄站区间,4,M040-20,4040,-167,2,8,484.5,
344,中医药大学站-联庄站区间,4,M040-21,4039,-134,2,8,492.5,
345,中医药大学站-联庄站区间,4,M040-22,4040,-109,3,8,500.5,
346,中医药大学站-联庄站区间,4,M040-23,4042,-74,3,8,508.5,
347,中医药大学站-联庄站区间,4,M040-24,4040,-47,3,8,516.5,
348,中医药大学站-联庄站区间,4,M040-25,4040,-14,4,8,524.5,
349,中医药大学站-联庄站区间,4,M040-26,4042,17,4,8,532.5,
350,中医药大学站-联庄站区间,4,M040-27,4042,47,4,8,540.5,
351,中医药大学站-联庄站区间,4,M040-28,4039,74,3,8,548.5,
352,中医药大学站-联庄站区间,4,M040-29,4040,96,3,7,555.5,
353,中医药大学站-联庄站区间,4,M040-30,4042,118,3,5,560.5,
354,中医药大学站-联庄站区间,4,M042-01,4046,-84,3,1.3,561.8,
355,中医药大学站-联庄站区间,4,M040-31,4044,136,3,2,563.8,
356,中医药大学站-联庄站区间,4,M042-02,4042,-74,3,2,565.8,
357,中医药大学站-联庄站区间,4,M042-03,4040,-54,4.5,5,570.8,
358,中医药大学站-联庄站区间,4,M042-04,4042,-34,3,7,577.8,
359,中医药大学站-联庄站区间,4,M042-05,4040,-4,2.3,8,585.8,
360,中医药大学站-联庄站区间,4,M042-06,4040,26,5.2,8,593.8,
361,中医药大学站-联庄站区间,4,M042-07,4042,47,4,8,601.8,
362,中医药大学站-联庄站区间,4,M042-08,4040,85,5.9,8,609.8,
363,中医药大学站-联庄站区间,4,M042-09,4040,110,4.8,8,617.8,
364,中医药大学站-联庄站区间,4,M042-10,4038,142,3,8,625.8,
365,中医药大学站-联庄站区间,4,M042-11,4038,178,3,8,633.8,
366,中医药大学站-联庄站区间,4,M042-12,4040,200,3,7,640.8,
367,中医药大学站-联庄站区间,4,M042-13,4038,218,3,7,647.8,
368,中医药大学站-联庄站区间,4,M042-14,4041,256,3,7,654.8,
369,中医药大学站-联庄站区间,4,M042-15,4043,278,3,7,661.8,
370,中医药大学站-联庄站区间,4,M042-16,4039,241,2,7,668.8,
371,中医药大学站-联庄站区间,4,M042-17,4040,231,2,7,675.8,
372,中医药大学站-联庄站区间,4,M042-18,4040,194,2,7,682.8,
373,中医药大学站-联庄站区间,4,M042-19,4039,178,3,7,689.8,
374,中医药大学站-联庄站区间,4,M042-20,4041,149,3,7,696.8,
375,中医药大学站-联庄站区间,4,M042-21,4040,128,3,7,703.8,
376,中医药大学站-联庄站区间,4,M042-22,4039,111,3,7,710.8,
377,中医药大学站-联庄站区间,4,M042-23,4041,83,3,7,717.8,
378,中医药大学站-联庄站区间,4,M042-24,4040,52,3,7,724.8,
379,中医药大学站-联庄站区间,4,M042-25,4041,41,2,7,731.8,
380,中医药大学站-联庄站区间,4,M042-26,4040,10,2,7.3,739.1,
381,中医药大学站-联庄站区间,4,M042-27,4041,-18,2,8,747.1,
382,中医药大学站-联庄站区间,4,M042-28,4041,-43,2,8,755.1,
383,中医药大学站-联庄站区间,4,M042-29,4043,-66,2,8,763.1,
384,中医药大学站-联庄站区间,4,M042-30,4042,-89,2,7,770.1,
385,中医药大学站-联庄站区间,4,M042-31,4040,-112,2,5,775.1,
