index,next_station_name,index_station_next,anchor,height,stagger,abrasion,dist,dist_accum
6852,浦沿站,2,M018-16,4042,173,0.0,10.0,0.0
6851,浦沿站,2,M018-17,4042,148,0.0,10.0,10.0
6850,浦沿站,2,M018-18,4041,105,0.0,10.0,20.0
6849,浦沿站,2,M018-19,4039,71,0.0,10.0,30.0
6848,浦沿站,2,M018-20,4042,33,0.0,10.0,40.0
6847,浦沿站,2,M018-21,4039,3,0.0,8.5,48.5
6846,浦沿站,2,M018-22,4039,-25,0.0,6.8,55.3
6845,浦沿站,2,M018-23,4039,-40,0.0,5.0,60.3
6844,浦沿站,2,M020-01,4043,167,0.0,1.3,61.6
6843,浦沿站,2,M018-24,4043,-50,0.0,2.0,63.6
6842,浦沿站,2,M020-02,4040,170,0.0,2.0,65.6
6841,浦沿站,2,M020-03,4042,149,0.0,5.0,70.6
6840,浦沿站,2,M020-04,4041,126,0.0,5.6,76.2
6839,浦沿站,2,M020-05,4041,104,0.0,6.0,82.2
6838,浦沿站,2,M020-06,4040,73,0.0,8.0,90.2
6837,浦沿站,2,M020-07,4038,19,0.0,8.0,98.2
6836,浦沿站,2,M020-08,4039,0,0.0,7.7,105.9
6835,浦沿站,2,M020-09,4040,-49,0.0,8.0,113.9
6834,浦沿站,2,M020-10,4039,-74,0.0,8.0,121.9
6833,浦沿站,2,M020-11,4038,-107,0.0,8.0,129.9
6832,浦沿站,2,M020-12,4040,-141,0.0,8.0,137.9
6831,浦沿站,2,M020-13,4041,-177,0.0,8.0,145.9
6830,浦沿站,2,M020-14,4040,-145,0.0,8.0,153.9
6829,浦沿站,2,M020-15,4040,-113,0.0,8.0,161.9
6828,浦沿站,2,M020-16,4040,-80,0.0,8.0,169.9
6827,浦沿站,2,M020-17,4040,-51,0.0,8.0,177.9
6826,浦沿站,2,M020-18,4040,-26,0.0,8.0,185.9
6825,浦沿站,2,M020-19,4041,-4,0.0,8.0,193.9
6824,浦沿站,2,M020-20,4041,24,0.0,8.0,201.9
6823,浦沿站,2,M020-21,4043,53,0.0,7.0,208.9
6822,浦沿站,2,M020-22,4042,93,0.0,7.0,215.9
6821,浦沿站,2,M020-23,4040,105,0.0,5.0,220.9
6820,浦沿站-杨家墩站区间,2,M022-01,4049,-168,5.4,1.3,222.2
6819,浦沿站,2,M020-24,4045,115,0.0,2.0,224.2
6818,浦沿站-杨家墩站区间,2,M022-02,4043,-152,5.6,2.0,226.2
6817,浦沿站-杨家墩站区间,2,M022-03,4041,-129,5.5,5.0,231.2
6816,浦沿站-杨家墩站区间,2,M022-04,4039,-108,2.0,7.0,238.2
6815,浦沿站-杨家墩站区间,2,M022-05,4039,-81,3.0,8.0,246.2
6814,浦沿站-杨家墩站区间,2,M022-06,4039,-55,3.0,8.0,254.2
6813,浦沿站-杨家墩站区间,2,M022-07,4040,-11,4.0,8.0,262.2
6812,浦沿站-杨家墩站区间,2,M022-08,4041,14,4.0,8.0,270.2
6811,浦沿站-杨家墩站区间,2,M022-09,4041,39,4.8,8.0,278.2
6810,浦沿站-杨家墩站区间,2,M022-10,4039,73,3.0,8.0,286.2
6809,浦沿站-杨家墩站区间,2,M022-11,4039,102,0.0,8.0,294.2
6808,浦沿站-杨家墩站区间,2,M022-12,4039,135,0.0,8.0,302.2
6807,浦沿站-杨家墩站区间,2,M022-13,4038,165,0.0,8.0,310.2
6806,浦沿站-杨家墩站区间,2,M022-14,4039,193,0.0,8.0,318.2
6805,浦沿站-杨家墩站区间,2,M022-15,4041,228,0.0,8.0,326.2
6804,浦沿站-杨家墩站区间,2,M022-16,4040,253,1.0,8.0,334.2
6803,浦沿站-杨家墩站区间,2,M022-17,4040,284,1.0,8.0,342.2
6802,浦沿站-杨家墩站区间,2,M022-18,4040,254,2.0,8.0,350.2
6801,浦沿站-杨家墩站区间,2,M022-19,4040,225,2.0,8.0,358.2
6800,浦沿站-杨家墩站区间,2,M022-20,4039,204,2.0,8.0,366.2
6799,浦沿站-杨家墩站区间,2,M022-21,4042,177,1.0,8.0,374.2
6798,浦沿站-杨家墩站区间,2,M022-22,4042,149,0.0,8.0,382.2
6797,浦沿站-杨家墩站区间,2,M022-23,4039,124,0.0,8.0,390.2
6796,浦沿站-杨家墩站区间,2,M022-24,4041,103,0.0,8.0,398.2
6795,浦沿站-杨家墩站区间,2,M022-25,4038,72,0.0,8.0,406.2
6794,浦沿站-杨家墩站区间,2,M022-26,4039,51,0.0,8.0,414.2
6793,浦沿站-杨家墩站区间,2,M022-27,4040,26,0.0,8.0,422.2
6792,浦沿站-杨家墩站区间,2,M022-28,4040,1,0.0,8.0,430.2
6791,浦沿站-杨家墩站区间,2,M022-29,4039,-34,0.0,8.8,439.0
6790,浦沿站-杨家墩站区间,2,M022-30,4039,-59,0.0,8.5,447.5
6789,浦沿站-杨家墩站区间,2,M022-31,4038,-83,0.0,7.0,454.5
6788,浦沿站-杨家墩站区间,2,M022-32,4040,-99,4.0,5.0,459.5
6787,浦沿站-杨家墩站区间,2,M024-01,4044,102,4.0,1.3,460.8
6786,浦沿站-杨家墩站区间,2,M022-33,4041,-103,4.0,2.0,462.8
6785,浦沿站-杨家墩站区间,2,M024-02,4041,99,4.0,2.0,464.8
6784,浦沿站-杨家墩站区间,2,M024-03,4039,81,1.0,5.0,469.8
6783,浦沿站-杨家墩站区间,2,M024-04,4038,53,1.0,7.0,476.8
6782,浦沿站-杨家墩站区间,2,M024-05,4038,37,1.0,8.0,484.8
6781,浦沿站-杨家墩站区间,2,M024-06,4038,1,1.0,8.0,492.8
6780,浦沿站-杨家墩站区间,2,M024-07,4038,-20,1.0,8.0,500.8
6779,浦沿站-杨家墩站区间,2,M024-08,4039,-41,1.0,8.0,508.8
6778,浦沿站-杨家墩站区间,2,M024-09,4038,-49,1.0,8.0,516.8
6777,浦沿站-杨家墩站区间,2,M024-10,4038,-105,1.0,8.0,524.8
6776,浦沿站-杨家墩站区间,2,M024-11,4039,-131,1.0,8.0,532.8
6775,浦沿站-杨家墩站区间,2,M024-12,4038,-160,1.0,8.0,540.8
6774,浦沿站-杨家墩站区间,2,M024-13,4038,-189,1.0,8.0,548.8
6773,浦沿站-杨家墩站区间,2,M024-14,4038,-208,1.0,8.0,556.8
6772,浦沿站-杨家墩站区间,2,M024-15,4038,-238,1.0,8.0,564.8
6771,浦沿站-杨家墩站区间,2,M024-16,4038,-268,1.0,8.0,572.8
6770,浦沿站-杨家墩站区间,2,M024-17,4038,-292,1.0,8.0,580.8
6769,浦沿站-杨家墩站区间,2,M024-18,4040,-258,1.0,8.0,588.8
6768,浦沿站-杨家墩站区间,2,M024-19,4039,-235,1.0,8.0,596.8
6767,浦沿站-杨家墩站区间,2,M024-20,4039,-215,1.0,8.0,604.8
6766,浦沿站-杨家墩站区间,2,M024-21,4038,-190,1.0,8.0,612.8
6765,浦沿站-杨家墩站区间,2,M024-22,4038,-159,1.0,8.0,620.8
6764,浦沿站-杨家墩站区间,2,M024-23,4038,-135,1.0,8.0,628.8
6763,浦沿站-杨家墩站区间,2,M024-24,4039,-109,1.0,8.0,636.8
6762,浦沿站-杨家墩站区间,2,M024-25,4040,-82,1.0,8.0,644.8
6761,浦沿站-杨家墩站区间,2,M024-26,4040,-52,1.0,8.0,652.8
6760,浦沿站-杨家墩站区间,2,M024-27,4040,-30,1.0,8.0,660.8
6759,浦沿站-杨家墩站区间,2,M024-28,4040,-5,1.0,8.0,668.8
6758,浦沿站-杨家墩站区间,2,M024-29,4040,24,1.0,8.8,677.6
6757,浦沿站-杨家墩站区间,2,M024-30,4038,40,1.0,8.5,686.1
6756,浦沿站-杨家墩站区间,2,M024-31,4039,66,1.0,7.0,693.1
6755,浦沿站-杨家墩站区间,2,M024-32,4041,86,4.0,5.0,698.1
6754,浦沿站-杨家墩站区间,2,M026-01,4045,-101,3.0,1.3,699.4
6753,浦沿站-杨家墩站区间,2,M024-33,4044,95,4.0,2.0,701.4
6752,浦沿站-杨家墩站区间,2,M026-02,4041,-109,3.0,2.0,703.4
6751,浦沿站-杨家墩站区间,2,M026-03,4040,-76,1.0,5.0,708.4
6750,浦沿站-杨家墩站区间,2,M026-04,4040,-51,1.0,7.0,715.4
6749,浦沿站-杨家墩站区间,2,M026-05,4038,-18,1.0,8.0,723.4
6748,浦沿站-杨家墩站区间,2,M026-06,4039,6,1.0,8.0,731.4
6747,浦沿站-杨家墩站区间,2,M026-07,4040,24,1.0,8.0,739.4
6746,浦沿站-杨家墩站区间,2,M026-08,4041,68,2.0,8.0,747.4
6745,浦沿站-杨家墩站区间,2,M026-09,4040,84,1.0,8.0,755.4
6744,浦沿站-杨家墩站区间,2,M026-10,4040,97,1.0,8.0,763.4
6743,浦沿站-杨家墩站区间,2,M026-11,4038,133,1.0,8.0,771.4
6742,浦沿站-杨家墩站区间,2,M026-12,4038,155,1.0,8.0,779.4
6741,浦沿站-杨家墩站区间,2,M026-13,4039,177,1.0,8.0,787.4
6740,浦沿站-杨家墩站区间,2,M026-14,4039,194,2.0,8.0,795.4
6739,浦沿站-杨家墩站区间,2,M026-15,4040,245,2.0,8.0,803.4
6738,浦沿站-杨家墩站区间,2,M026-16,4041,272,2.0,8.0,811.4
6737,浦沿站-杨家墩站区间,2,M026-17,4039,282,2.0,8.0,819.4
6736,浦沿站-杨家墩站区间,2,M026-18,4040,268,2.0,8.0,827.4
6735,浦沿站-杨家墩站区间,2,M026-19,4040,247,2.0,8.0,835.4
6734,浦沿站-杨家墩站区间,2,M026-20,4041,204,2.0,8.0,843.4
6733,浦沿站-杨家墩站区间,2,M026-21,4038,184,2.0,8.0,851.4
6732,浦沿站-杨家墩站区间,2,M026-22,4039,146,2.0,8.0,859.4
6731,浦沿站-杨家墩站区间,2,M026-23,4041,126,2.0,8.0,867.4
6730,浦沿站-杨家墩站区间,2,M026-24,4039,96,2.0,8.0,875.4
6729,浦沿站-杨家墩站区间,2,M026-25,4040,62,2.0,8.0,883.4
6728,浦沿站-杨家墩站区间,2,M026-26,4040,32,2.0,8.0,891.4
6727,浦沿站-杨家墩站区间,2,M026-27,4040,9,2.0,8.0,899.4
6726,浦沿站-杨家墩站区间,2,M026-28,4040,-4,2.0,8.0,907.4
6725,浦沿站-杨家墩站区间,2,M026-29,4039,-25,2.0,8.8,916.2
6724,浦沿站-杨家墩站区间,2,M026-30,4039,-66,2.0,8.5,924.7
6723,浦沿站-杨家墩站区间,2,M026-31,4041,-86,2.0,7.0,931.7
6722,浦沿站-杨家墩站区间,2,M026-32,4043,-95,2.0,5.0,936.7
6721,杨家墩站,2,M028-01,4047,96,2.0,1.3,938.0
6720,浦沿站-杨家墩站区间,2,M026-33,4046,-111,3.0,2.0,940.0
6719,杨家墩站,2,M028-02,4042,91,2.0,2.0,942.0
6718,杨家墩站,2,M028-03,4042,69,2.0,5.0,947.0
6717,杨家墩站,2,M028-04,4041,53,2.0,5.5,952.5
6716,杨家墩站,2,M028-05,4042,36,2.0,7.5,960.0
6715,杨家墩站,2,M028-06,4042,3,2.0,8.0,968.0
6714,杨家墩站,2,M028-07,4042,-12,2.0,8.0,976.0
6713,杨家墩站,2,M028-08,4042,-52,2.0,10.0,986.0
6712,杨家墩站,2,M028-09,4040,-86,2.0,10.0,996.0
6711,杨家墩站,2,M028-10,4039,-107,2.0,10.0,1006.0
6710,杨家墩站,2,M028-11,4040,-158,2.0,10.0,1016.0
6709,杨家墩站,3,M028-12,4040,-191,5.0,10.0,10.0
6708,杨家墩站,3,M028-13,4042,-217,4.9,10.0,20.0
6707,杨家墩站,3,M028-14,4042,-243,4.0,10.0,30.0
6706,杨家墩站,3,M028-15,4040,-280,2.0,10.0,40.0
6705,杨家墩站,3,M028-16,4042,-243,5.6,10.0,50.0
6704,杨家墩站,3,M028-17,4040,-217,4.0,10.0,60.0
6703,杨家墩站,3,M028-18,4041,-180,3.1,9.3,69.3
6702,杨家墩站,3,M028-19,4040,-152,4.0,8.0,77.3
6701,杨家墩站,3,M028-20,4040,-153,4.0,8.0,85.3
6700,杨家墩站,3,M028-21,4040,-111,4.0,8.0,93.3
6699,杨家墩站,3,M028-22,4042,-90,4.9,8.0,101.3
6698,杨家墩站,3,M028-23,4040,-56,4.0,8.0,109.3
6697,杨家墩站,3,M028-24,4041,-36,2.0,8.0,117.3
6696,杨家墩站,3,M028-25,4042,0,2.0,8.0,125.3
6695,杨家墩站,3,M028-26,4042,34,2.0,8.0,133.3
6694,杨家墩站,3,M028-27,4040,55,2.0,7.0,140.3
6693,杨家墩站,3,M028-28,4040,77,2.0,7.0,147.3
6692,杨家墩站,3,M028-29,4041,95,2.0,7.0,154.3
6691,杨家墩站,3,M028-30,4042,115,6.7,5.0,159.3
6690,杨家墩站-中医药大学站区间,3,M030-01,4049,-86,2.0,1.3,160.6
6689,杨家墩站,3,M028-31,4045,128,4.0,2.0,162.6
6688,杨家墩站-中医药大学站区间,3,M030-02,4043,-82,-2.0,2.0,164.6
6687,杨家墩站-中医药大学站区间,3,M030-03,4040,-73,-2.0,5.0,169.6
6686,杨家墩站-中医药大学站区间,3,M030-04,4041,-60,-2.0,7.0,176.6
6685,杨家墩站-中医药大学站区间,3,M030-05,4041,-33,-2.0,8.0,184.6
6684,杨家墩站-中医药大学站区间,3,M030-06,4039,-11,-2.0,8.0,192.6
6683,杨家墩站-中医药大学站区间,3,M030-07,4041,26,-2.0,8.0,200.6
6682,杨家墩站-中医药大学站区间,3,M030-08,4041,54,-2.0,8.0,208.6
6681,杨家墩站-中医药大学站区间,3,M030-09,4040,76,-2.0,8.0,216.6
6680,杨家墩站-中医药大学站区间,3,M030-10,4042,96,-2.0,8.0,224.6
6679,杨家墩站-中医药大学站区间,3,M030-11,4040,123,-2.0,8.0,232.6
6678,杨家墩站-中医药大学站区间,3,M030-12,4040,157,-2.0,8.0,240.6
6677,杨家墩站-中医药大学站区间,3,M030-13,4041,181,-2.0,8.0,248.6
6676,杨家墩站-中医药大学站区间,3,M030-14,4042,205,-2.0,8.0,256.6
6675,杨家墩站-中医药大学站区间,3,M030-15,4041,231,-2.0,8.0,264.6
6674,杨家墩站-中医药大学站区间,3,M030-16,4041,288,-2.0,8.0,272.6
6673,杨家墩站-中医药大学站区间,3,M030-17,4039,246,-2.0,8.0,280.6
6672,杨家墩站-中医药大学站区间,3,M030-18,4041,222,-2.0,8.0,288.6
6671,杨家墩站-中医药大学站区间,3,M030-19,4041,196,-2.0,8.0,296.6
6670,杨家墩站-中医药大学站区间,3,M030-20,4041,150,-2.0,8.0,304.6
6669,杨家墩站-中医药大学站区间,3,M030-21,4041,112,-2.0,8.0,312.6
6668,杨家墩站-中医药大学站区间,3,M030-22,4042,85,-2.0,8.0,320.6
6667,杨家墩站-中医药大学站区间,3,M030-23,4041,49,-2.0,8.0,328.6
6666,杨家墩站-中医药大学站区间,3,M030-24,4042,30,-2.0,8.0,336.6
6665,杨家墩站-中医药大学站区间,3,M030-25,4042,2,-2.0,8.0,344.6
6664,杨家墩站-中医药大学站区间,3,M030-26,4042,-21,-2.0,8.8,353.4
6663,杨家墩站-中医药大学站区间,3,M030-27,4043,-56,-2.0,8.5,361.9
6662,杨家墩站-中医药大学站区间,3,M030-28,4041,-73,-2.0,7.0,368.9
6661,杨家墩站-中医药大学站区间,3,M030-29,4041,-93,-2.0,5.0,373.9
6660,杨家墩站-中医药大学站区间,3,M032-01,4043,102,1.0,1.3,375.2
6659,杨家墩站-中医药大学站区间,3,M030-30,4044,-104,-2.0,2.0,377.2
6658,杨家墩站-中医药大学站区间,3,M032-02,4043,93,2.0,2.0,379.2
6657,杨家墩站-中医药大学站区间,3,M032-03,4041,78,2.0,5.0,384.2
6656,杨家墩站-中医药大学站区间,3,M032-04,4041,64,2.0,7.0,391.2
6655,杨家墩站-中医药大学站区间,3,M032-05,4041,39,2.0,8.0,399.2
6654,杨家墩站-中医药大学站区间,3,M032-06,4040,11,2.0,8.0,407.2
6653,杨家墩站-中医药大学站区间,3,M032-07,4040,-19,2.0,8.0,415.2
6652,杨家墩站-中医药大学站区间,3,M032-08,4039,-57,2.0,8.0,423.2
6651,杨家墩站-中医药大学站区间,3,M032-09,4042,-76,2.0,8.0,431.2
6650,杨家墩站-中医药大学站区间,3,M032-10,4040,-118,2.0,8.0,439.2
6649,杨家墩站-中医药大学站区间,3,M032-11,4041,-132,2.0,8.0,447.2
6648,杨家墩站-中医药大学站区间,3,M032-12,4041,-164,2.0,8.0,455.2
6647,杨家墩站-中医药大学站区间,3,M032-13,4040,-194,2.0,8.0,463.2
6646,杨家墩站-中医药大学站区间,3,M032-14,4040,-227,2.0,8.0,471.2
6645,杨家墩站-中医药大学站区间,3,M032-15,4040,-259,1.0,8.0,479.2
6644,杨家墩站-中医药大学站区间,3,M032-16,4041,-278,1.0,8.0,487.2
6643,杨家墩站-中医药大学站区间,3,M032-17,4041,-256,1.0,8.0,495.2
6642,杨家墩站-中医药大学站区间,3,M032-18,4042,-225,1.0,8.0,503.2
6641,杨家墩站-中医药大学站区间,3,M032-19,4042,-202,1.0,8.0,511.2
6640,杨家墩站-中医药大学站区间,3,M032-20,4040,-171,1.0,8.0,519.2
6639,杨家墩站-中医药大学站区间,3,M032-21,4040,-149,1.0,8.0,527.2
6638,杨家墩站-中医药大学站区间,3,M032-22,4040,-118,1.0,8.0,535.2
6637,杨家墩站-中医药大学站区间,3,M032-23,4039,-80,1.0,8.0,543.2
6636,杨家墩站-中医药大学站区间,3,M032-24,4041,-57,1.0,8.0,551.2
6635,杨家墩站-中医药大学站区间,3,M032-25,4040,-30,1.0,8.0,559.2
6634,杨家墩站-中医药大学站区间,3,M032-26,4040,0,1.0,8.8,568.0
6633,杨家墩站-中医药大学站区间,3,M032-27,4042,37,1.0,8.5,576.5
6632,杨家墩站-中医药大学站区间,3,M032-28,4041,63,1.0,7.0,583.5
6631,杨家墩站-中医药大学站区间,3,M032-29,4041,74,1.0,5.0,588.5
6630,中医药大学站右线,3,M034-01,4045,-114,4.0,1.3,589.8
6629,杨家墩站-中医药大学站区间,3,M032-30,4044,84,1.0,2.0,591.8
6628,中医药大学站右线,3,M034-02,4042,-109,1.0,2.0,593.8
6627,中医药大学站右线,3,M034-03,4040,-98,1.0,5.0,598.8
6626,中医药大学站右线,3,M034-04,4041,-73,1.0,7.0,605.8
6625,中医药大学站右线,3,M034-05,4040,-48,1.0,8.0,613.8
6624,中医药大学站右线,3,M034-06,4041,-12,1.0,8.0,621.8
6623,中医药大学站右线,3,M034-07,4041,12,1.0,8.0,629.8
6622,中医药大学站右线,3,M034-08,4041,46,1.0,8.0,637.8
6621,中医药大学站右线,3,M034-09,4040,78,1.0,8.0,645.8
6620,中医药大学站右线,3,M034-10,4043,116,1.0,8.0,653.8
6619,中医药大学站右线,3,M034-11,4041,135,1.0,8.0,661.8
6618,中医药大学站右线,3,M034-12,4040,169,1.0,8.0,669.8
6617,中医药大学站右线,3,M034-13,4042,196,1.0,8.0,677.8
6616,中医药大学站右线,3,M034-14,4042,216,1.0,8.0,685.8
6615,中医药大学站右线,3,M034-15,4040,249,1.0,8.0,693.8
6614,中医药大学站右线,3,M034-16,4042,279,1.0,7.0,700.8
6613,中医药大学站右线,3,M034-17,4042,252,1.0,7.0,707.8
6612,中医药大学站右线,3,M034-18,4042,231,1.0,7.0,714.8
6611,中医药大学站右线,3,M034-19,4042,186,1.0,7.0,721.8
6610,中医药大学站右线,3,M034-20,4042,163,1.0,8.0,729.8
6609,中医药大学站右线,3,M034-21,4041,149,1.0,8.16,737.96
6608,中医药大学站右线,3,M034-22,4042,106,1.0,8.0,745.96
6607,中医药大学站右线,3,M034-23,4040,75,1.0,9.14,755.1
6606,中医药大学站右线,3,M034-24,4041,54,1.0,8.0,763.1
6605,中医药大学站右线,3,M034-25,4040,32,1.0,8.0,771.1
6604,中医药大学站右线,3,M034-26,4041,2,1.0,8.0,779.1
6603,中医药大学站右线,3,M034-27,4041,-22,1.0,8.0,787.1
6602,中医药大学站右线,3,M034-28,4040,-43,1.0,8.0,795.1
6601,中医药大学站右线,3,M034-29,4039,-69,1.0,8.0,803.1
6600,中医药大学站右线,3,M034-30,4042,-100,1.0,7.0,810.1
6599,中医药大学站右线,3,M034-31,4042,-118,1.0,5.0,815.1
6598,中医药大学站右线,3,M036-01,4045,92,-2.0,1.3,816.4
6597,中医药大学站右线,3,M034-32,4045,-117,1.0,2.0,818.4
6596,中医药大学站右线,3,M036-02,4041,73,-2.0,2.0,820.4
6595,中医药大学站右线,3,M036-03,4042,70,-2.0,5.0,825.4
6594,中医药大学站右线,3,M036-04,4040,40,-2.0,7.0,832.4
6593,中医药大学站右线,3,M036-05,4039,27,-2.0,8.0,840.4
6592,中医药大学站右线,3,M036-06,4040,4,-2.0,8.0,848.4
6591,中医药大学站右线,3,M036-07,4039,-33,-2.0,8.0,856.4
6590,中医药大学站右线,3,M036-08,4040,-40,-2.0,8.0,864.4
6589,中医药大学站右线,3,M036-09,4040,-72,-2.0,8.0,872.4
6588,中医药大学站右线,3,M036-10,4039,-108,-2.0,8.0,880.4
6587,中医药大学站右线,3,M036-11,4041,-113,-2.0,7.0,887.4
6586,中医药大学站右线,3,M036-12,4040,-147,-2.0,8.0,895.4
6585,中医药大学站右线,3,M036-13,4038,-171,-2.0,10.0,905.4
6584,中医药大学站右线,3,M036-14,4042,-209,-2.0,10.0,915.4
6583,中医药大学站右线,3,M036-15,4040,-248,-2.0,10.0,925.4
6582,中医药大学站右线,3,M036-16,4042,-276,-2.0,9.0,934.4
6581,中医药大学站右线,4,M036-17,4040,-245,-2.0,10.0,10.0
6580,中医药大学站右线,4,M036-18,4040,-208,-2.0,10.0,20.0
6579,中医药大学站右线,4,M036-19,4040,-174,-2.0,9.0,29.0
6578,中医药大学站右线,4,M036-20,4040,-148,-2.0,10.0,39.0
6577,中医药大学站右线,4,M036-21,4040,-119,-2.0,9.3,48.3
6576,中医药大学站右线,4,M036-22,4040,-56,-2.0,8.0,56.3
6575,中医药大学站右线,4,M036-23,4041,-67,-2.0,8.0,64.3
6574,中医药大学站右线,4,M036-24,4041,-47,-2.0,7.0,71.3
6573,中医药大学站右线,4,M036-25,4040,-37,-2.0,7.0,78.3
6572,中医药大学站右线,4,M036-26,4040,-16,-2.0,7.0,85.3
6571,中医药大学站右线,4,M036-27,4040,-6,-2.0,8.0,93.3
6570,中医药大学站右线,4,M036-28,4040,20,-2.0,8.0,101.3
6569,中医药大学站右线,4,M036-29,4042,63,-2.0,7.0,108.3
6568,中医药大学站右线,4,M036-30,4040,78,-2.0,6.0,114.3
6567,中医药大学站右线,4,M036-31,4042,110,-2.0,5.0,119.3
6566,中医药大学站-联庄站区间,4,M038-01,4046,-113,1.0,1.3,120.6
6565,中医药大学站右线,4,M036-32,4043,100,-2.0,2.0,122.6
6564,中医药大学站-联庄站区间,4,M038-02,4040,-105,1.0,2.0,124.6
6563,中医药大学站-联庄站区间,4,M038-03,4041,-77,1.0,5.0,129.6
6562,中医药大学站-联庄站区间,4,M038-04,4040,-74,1.0,6.0,135.6
6561,中医药大学站-联庄站区间,4,M038-05,4038,-34,1.0,6.0,141.6
6560,中医药大学站-联庄站区间,4,M038-06,4038,-25,1.0,6.0,147.6
6559,中医药大学站-联庄站区间,4,M038-07,4040,8,1.0,7.0,154.6
6558,中医药大学站-联庄站区间,4,M038-08,4038,23,1.0,7.0,161.6
6557,中医药大学站-联庄站区间,4,M038-09,4040,41,1.0,7.0,168.6
6556,中医药大学站-联庄站区间,4,M038-10,4040,66,1.0,7.0,175.6
6555,中医药大学站-联庄站区间,4,M038-11,4039,92,1.0,7.0,182.6
6554,中医药大学站-联庄站区间,4,M038-12,4039,104,1.0,7.0,189.6
6553,中医药大学站-联庄站区间,4,M038-13,4039,135,1.0,7.0,196.6
6552,中医药大学站-联庄站区间,4,M038-14,4040,160,1.0,7.0,203.6
6551,中医药大学站-联庄站区间,4,M038-15,4039,179,1.0,7.0,210.6
6550,中医药大学站-联庄站区间,4,M038-16,4039,203,1.0,7.0,217.6
6549,中医药大学站-联庄站区间,4,M038-17,4040,218,1.0,7.0,224.6
6548,中医药大学站-联庄站区间,4,M038-18,4040,240,1.0,7.0,231.6
6547,中医药大学站-联庄站区间,4,M038-19,4043,274,1.0,7.0,238.6
6546,中医药大学站-联庄站区间,4,M038-20,4040,240,1.0,7.0,245.6
6545,中医药大学站-联庄站区间,4,M038-21,4041,222,1.0,7.0,252.6
6544,中医药大学站-联庄站区间,4,M038-22,4043,195,1.0,7.0,259.6
6543,中医药大学站-联庄站区间,4,M038-23,4041,169,1.0,7.0,266.6
6542,中医药大学站-联庄站区间,4,M038-24,4041,140,1.0,7.0,273.6
6541,中医药大学站-联庄站区间,4,M038-25,4040,114,1.0,7.0,280.6
6540,中医药大学站-联庄站区间,4,M038-26,4041,91,1.0,7.0,287.6
6539,中医药大学站-联庄站区间,4,M038-27,4040,67,1.0,7.0,294.6
6538,中医药大学站-联庄站区间,4,M038-28,4042,37,1.0,7.0,301.6
6537,中医药大学站-联庄站区间,4,M038-29,4040,20,1.0,7.0,308.6
6536,中医药大学站-联庄站区间,4,M038-30,4041,-10,1.0,7.0,315.6
6535,中医药大学站-联庄站区间,4,M038-31,4041,-36,1.0,7.0,322.6
6534,中医药大学站-联庄站区间,4,M038-32,4042,-60,1.0,6.3,328.9
6533,中医药大学站-联庄站区间,4,M038-33,4041,-89,1.0,6.0,334.9
6532,中医药大学站-联庄站区间,4,M038-34,4040,-98,1.0,6.0,340.9
6531,中医药大学站-联庄站区间,4,M038-35,4040,-115,1.0,5.0,345.9
6530,中医药大学站-联庄站区间,4,M040-01,4045,93,1.0,1.3,347.2
6529,中医药大学站-联庄站区间,4,M038-36,4046,-122,1.0,2.0,349.2
6528,中医药大学站-联庄站区间,4,M040-02,4043,80,1.0,2.0,351.2
6527,中医药大学站-联庄站区间,4,M040-03,4041,66,1.0,5.0,356.2
6526,中医药大学站-联庄站区间,4,M040-04,4040,39,1.0,7.0,363.2
6525,中医药大学站-联庄站区间,4,M040-05,4041,8,1.0,7.0,370.2
6524,中医药大学站-联庄站区间,4,M040-06,4040,-20,1.0,7.0,377.2
6523,中医药大学站-联庄站区间,4,M040-07,4038,-33,1.0,7.0,384.2
6522,中医药大学站-联庄站区间,4,M040-08,4039,-62,1.0,7.0,391.2
6521,中医药大学站-联庄站区间,4,M040-09,4038,-82,1.0,7.0,398.2
6520,中医药大学站-联庄站区间,4,M040-10,4040,-110,1.0,7.0,405.2
6519,中医药大学站-联庄站区间,4,M040-11,4041,-136,1.0,7.3,412.5
6518,中医药大学站-联庄站区间,4,M040-12,4040,-165,1.0,8.0,420.5
6517,中医药大学站-联庄站区间,4,M040-13,4038,-195,1.0,8.0,428.5
6516,中医药大学站-联庄站区间,4,M040-14,4038,-231,1.0,8.0,436.5
6515,中医药大学站-联庄站区间,4,M040-15,4038,-251,1.0,8.0,444.5
6514,中医药大学站-联庄站区间,4,M040-16,4036,-281,1.0,8.0,452.5
6513,中医药大学站-联庄站区间,4,M040-17,4038,-262,1.0,8.0,460.5
6512,中医药大学站-联庄站区间,4,M040-18,4038,-220,1.0,8.0,468.5
6511,中医药大学站-联庄站区间,4,M040-19,4039,-199,2.0,8.0,476.5
6510,中医药大学站-联庄站区间,4,M040-20,4040,-167,2.0,8.0,484.5
6509,中医药大学站-联庄站区间,4,M040-21,4039,-134,2.0,8.0,492.5
6508,中医药大学站-联庄站区间,4,M040-22,4040,-109,3.0,8.0,500.5
6507,中医药大学站-联庄站区间,4,M040-23,4042,-74,3.0,8.0,508.5
6506,中医药大学站-联庄站区间,4,M040-24,4040,-47,3.0,8.0,516.5
6505,中医药大学站-联庄站区间,4,M040-25,4040,-14,4.0,8.0,524.5
