anchor,index_station_next,next_station_name,dist_accum,height,stagger
M130-32,11,杭行路-金德路,895.6,4101,120
M132-02,11,杭行路-金德路,896.6,4101,-146
M130-33,11,杭行路-金德路,897.6,4106,151
M132-03,11,杭行路-金德路,903,4102,-100
M132-04,11,杭行路-金德路,911,4102,-39
M132-05,11,杭行路-金德路,919,4103,23
M132-06,11,杭行路-金德路,927,4103,90
M132-07,11,杭行路-金德路,935,4103,157
M132-08,11,杭行路-金德路,943,4103,217
M132-09,11,杭行路-金德路,951,4103,275
M132-10,11,杭行路-金德路,959,4103,215
M132-11,11,杭行路-金德路,967,4102,163
M132-12,11,杭行路-金德路,975,4103,96
M132-13,11,杭行路-金德路,983,4103,44
M132-14,11,杭行路-金德路,991,4102,-10
M132-15,11,杭行路-金德路,999,4102,-48
M132-16,11,杭行路-金德路,1006,4100,-97
M134-01,11,杭行路-金德路,1011,4106,144
M132-17,11,杭行路-金德路,1012,4101,-151
M134-02,11,杭行路-金德路,1013,4101,110
M132-18,11,杭行路-金德路,1014,4106,-156
M134-03,11,杭行路-金德路,1019.5,4102,57
M134-04,11,杭行路-金德路,1027.5,4103,-31
M134-05,11,杭行路-金德路,1036,4102,-115
M134-06,11,杭行路-金德路,1044,4101,-195
M134-07,11,杭行路-金德路,1052,4102,-256
M134-08,11,杭行路-金德路,1060,4102,-266
M134-09,11,杭行路-金德路,1068,4101,-220
M134-10,11,杭行路-金德路,1076,4103,-164
M134-11,11,杭行路-金德路,1084,4102,-121
M134-12,11,杭行路-金德路,1092,4102,-50
M134-13,11,杭行路-金德路,1100,4103,1
M134-14,11,杭行路-金德路,1108,4102,45
M134-15,11,杭行路-金德路,1116,4101,90
M134-16,11,杭行路-金德路,1124,4103,142
M134-17,11,杭行路-金德路,1132,4103,199
M134-18,11,杭行路-金德路,1140,4101,246
M134-19,11,杭行路-金德路,1148,4101,252
M134-20,11,杭行路-金德路,1156,4102,161
M134-21,11,杭行路-金德路,1164,4103,83
M134-22,11,杭行路-金德路,1172,4103,7
M134-23,11,杭行路-金德路,1178.7,4102,-68
M136-01,11,金德路站,1183.7,4105,146
M134-24,11,杭行路-金德路,1184.7,4102,-141
M136-02,11,金德路站,1185.7,4102,115
M134-25,11,杭行路-金德路,1186.7,4106,-151
M136-03,11,金德路站,1192.1,4103,78
M136-04,11,金德路站,1200.1,4103,4
M136-05,11,金德路站,1208.1,4102,-47
M136-06,11,金德路站,1216.4,4102,-116
M136-07,11,金德路站,1224.15,4102,-158
M136-08,12,金德路站,5.45,4101,-222
M136-09,12,金德路站,13.45,4103,-290
M136-10,12,金德路站,21.9,4102,-219
M136-11,12,金德路站,29.45,4102,-187
M136-12,12,金德路站,37.45,4102,-127
M136-13,12,金德路站,45.7,4103,-71
M136-14,12,金德路站,53.45,4102,-18
M136-15,12,金德路站,61.45,4103,36
M136-16,12,金德路站,69.45,4102,93
M136-17,12,金德路站,77.95,4103,155
M136-18,12,金德路站,85.45,4102,207
M136-19,12,金德路站,93.45,4102,263
M136-20,12,金德路站,101.45,4102,199
M136-21,12,金德路站,109.45,4103,130
M136-22,12,金德路站,117.45,4103,91
M136-23,12,金德路站,125.45,4102,5
M136-24,12,金德路站,133.45,4102,-56
M136-25,12,金德路站,140.45,4102,-111
M138-01,12,金德路-逸盛路,145.45,4106,140
M136-26,12,金德路站,146.45,4102,-128
M138-02,12,金德路-逸盛路,147.45,4102,123
M136-27,12,金德路站,148.45,4105,-154
M138-03,12,金德路-逸盛路,152.45,4103,89
M138-04,12,金德路-逸盛路,157.95,4103,57
M138-05,12,金德路-逸盛路,163.95,4102,21
M138-06,12,金德路-逸盛路,170.95,4103,-22
M138-07,12,金德路-逸盛路,178.45,4103,-61
M138-08,12,金德路-逸盛路,185.85,4101,-110
M138-09,12,金德路-逸盛路,193.85,4102,-157
M138-10,12,金德路-逸盛路,201.85,4102,-214
M138-11,12,金德路-逸盛路,209.85,4102,-251
M138-12,12,金德路-逸盛路,217.85,4101,-296
M138-13,12,金德路-逸盛路,225.85,4102,-253
M138-14,12,金德路-逸盛路,233.85,4100,-206
M138-15,12,金德路-逸盛路,241.85,4103,-162
M138-16,12,金德路-逸盛路,249.85,4102,-113
M138-17,12,金德路-逸盛路,257.85,4103,-70
M138-18,12,金德路-逸盛路,265.85,4102,-18
M138-19,12,金德路-逸盛路,273.85,4102,30
M138-20,12,金德路-逸盛路,281.85,4102,73
M138-21,12,金德路-逸盛路,289.85,4101,117
M138-22,12,金德路-逸盛路,297.85,4103,170
M138-23,12,金德路-逸盛路,305.85,4102,214
M138-24,12,金德路-逸盛路,313.85,4102,259
M138-25,12,金德路-逸盛路,321.85,4103,212
M138-26,12,金德路-逸盛路,329.85,4102,160
M138-27,12,金德路-逸盛路,337.85,4102,118
M138-28,12,金德路-逸盛路,345.85,4103,65
M138-29,12,金德路-逸盛路,353.85,4103,18
M138-30,12,金德路-逸盛路,361.85,4103,-33
M138-31,12,金德路-逸盛路,369.85,4102,-83
M138-32,12,金德路-逸盛路,376.85,4102,-125
M140-01,12,金德路-逸盛路,381.85,4106,130
M138-33,12,金德路-逸盛路,382.85,4102,-159
M140-02,12,金德路-逸盛路,383.85,4102,127
M138-34,12,金德路-逸盛路,384.85,4106,-178
M140-03,12,金德路-逸盛路,390.25,4102,81
M140-04,12,金德路-逸盛路,398.25,4102,31
M140-05,12,金德路-逸盛路,406.25,4102,-14
M140-06,12,金德路-逸盛路,414.25,4103,-68
M140-07,12,金德路-逸盛路,422.25,4103,-112
M140-08,12,金德路-逸盛路,430.25,4102,-142
M140-09,12,金德路-逸盛路,438.25,4102,-187
M140-10,12,金德路-逸盛路,446.25,4102,-245
M140-11,12,金德路-逸盛路,454.25,4102,-286
M140-12,12,金德路-逸盛路,462.25,4101,-242
M140-13,12,金德路-逸盛路,470.25,4102,-202
M140-14,12,金德路-逸盛路,478.25,4102,-154
M140-15,12,金德路-逸盛路,486.25,4102,-84
M140-16,12,金德路-逸盛路,494.25,4102,-53
M140-17,12,金德路-逸盛路,502.25,4102,-20
M140-18,12,金德路-逸盛路,510.25,4102,27
M140-19,12,金德路-逸盛路,518.25,4102,83
M140-20,12,金德路-逸盛路,526.25,4103,138
M140-21,12,金德路-逸盛路,534.25,4102,164
M140-22,12,金德路-逸盛路,542.25,4103,204
M140-23,12,金德路-逸盛路,550.25,4103,256
M140-24,12,金德路-逸盛路,558.25,4102,220
M140-25,12,金德路-逸盛路,566.25,4103,162
M140-26,12,金德路-逸盛路,574.25,4102,107
M140-27,12,金德路-逸盛路,582.25,4102,59
M140-28,12,金德路-逸盛路,590.25,4103,11
M140-29,12,金德路-逸盛路,598.25,4102,-37
M140-30,12,金德路-逸盛路,606.25,4102,-82
M140-31,12,金德路-逸盛路,613.25,4102,-117
M142-01,12,金德路-逸盛路,618.25,4106,146
M140-32,12,金德路-逸盛路,619.25,4100,-159
M142-02,12,金德路-逸盛路,620.25,4101,107
M140-33,12,金德路-逸盛路,621.25,4105,-182
M142-03,12,金德路-逸盛路,626.65,4101,87
M142-04,12,金德路-逸盛路,634.65,4101,33
M142-05,12,金德路-逸盛路,642.65,4102,-15
M142-06,12,金德路-逸盛路,650.65,4102,-58
M142-07,12,金德路-逸盛路,658.65,4101,-110
M142-08,12,金德路-逸盛路,666.65,4102,-162
M142-09,12,金德路-逸盛路,674.65,4102,-221
M142-10,12,金德路-逸盛路,682.65,4102,-253
M142-11,12,金德路-逸盛路,690.65,4100,-301
M142-12,12,金德路-逸盛路,698.65,4100,-259
M142-13,12,金德路-逸盛路,706.65,4103,-215
M142-14,12,金德路-逸盛路,714.65,4102,-158
M142-15,12,金德路-逸盛路,722.65,4101,-121
M142-16,12,金德路-逸盛路,730.65,4101,-70
M142-17,12,金德路-逸盛路,738.65,4102,-22
M142-18,12,金德路-逸盛路,746.65,4102,20
M142-19,12,金德路-逸盛路,754.65,4101,77
M142-20,12,金德路-逸盛路,762.65,4102,120
M142-21,12,金德路-逸盛路,770.65,4103,167
M142-22,12,金德路-逸盛路,778.65,4102,216
M142-23,12,金德路-逸盛路,786.65,4102,259
M142-24,12,金德路-逸盛路,794.65,4102,212
M142-25,12,金德路-逸盛路,802.65,4103,168
M142-26,12,金德路-逸盛路,810.65,4103,115
M142-27,12,金德路-逸盛路,818.65,4103,63
M142-28,12,金德路-逸盛路,826.65,4102,19
M142-29,12,金德路-逸盛路,834.65,4102,-33
M142-30,12,金德路-逸盛路,842.65,4100,-81
M142-31,12,金德路-逸盛路,849.65,4102,-118
M144-01,12,金德路-逸盛路,854.65,4104,128
M142-32,12,金德路-逸盛路,855.65,4102,-159
M144-02,12,金德路-逸盛路,856.65,4101,119
M142-33,12,金德路-逸盛路,857.65,4106,-168
M144-03,12,金德路-逸盛路,863.05,4102,84
M144-04,12,金德路-逸盛路,871.05,4102,45
M144-05,12,金德路-逸盛路,879.05,4103,-11
M144-06,12,金德路-逸盛路,887.05,4102,-64
M144-07,12,金德路-逸盛路,895.05,4102,-109
M144-08,12,金德路-逸盛路,903.05,4102,-159
M144-09,12,金德路-逸盛路,911.05,4102,-208
M144-10,12,金德路-逸盛路,919.05,4102,-253
M144-11,12,金德路-逸盛路,927.05,4102,-294
M144-12,12,金德路-逸盛路,935.05,4103,-260
M144-13,12,金德路-逸盛路,943.05,4100,-206
M144-14,12,金德路-逸盛路,951.05,4103,-165
M144-15,12,金德路-逸盛路,959.05,4102,-115
M144-16,12,金德路-逸盛路,967.05,4103,-68
M144-17,12,金德路-逸盛路,975.05,4102,-21
M144-18,12,金德路-逸盛路,983.05,4102,33
M144-19,12,金德路-逸盛路,991.05,4102,73
M144-20,12,金德路-逸盛路,999.05,4103,117
M144-21,12,金德路-逸盛路,1007.05,4103,182
M144-22,12,金德路-逸盛路,1015.05,4102,217
M144-23,12,金德路-逸盛路,1023.05,4103,252
M144-24,12,金德路-逸盛路,1031.05,4102,206
M144-25,12,金德路-逸盛路,1039.05,4100,163
M144-26,12,金德路-逸盛路,1047.05,4103,113
M144-27,12,金德路-逸盛路,1055.05,4102,68
M144-28,12,金德路-逸盛路,1063.05,4102,24
M144-29,12,金德路-逸盛路,1071.05,4102,-36
M144-30,12,金德路-逸盛路,1079.05,4103,-75
M144-31,12,金德路-逸盛路,1086.05,4102,-117
M146-01,12,金德路-逸盛路,1091.05,4103,128
M144-32,12,金德路-逸盛路,1092.05,4101,-137
M146-02,12,金德路-逸盛路,1093.05,4100,121
M144-33,12,金德路-逸盛路,1094.05,4102,-148
M146-03,12,金德路-逸盛路,1099.05,4102,106
M146-04,12,金德路-逸盛路,1105.55,4100,99
M146-05,12,金德路-逸盛路,1113.05,4102,64
M146-06,12,金德路-逸盛路,1121.05,4102,39
M146-07,12,金德路-逸盛路,1129.05,4101,14
M146-08,12,金德路-逸盛路,1137.05,4103,-8
M146-09,12,金德路-逸盛路,1145.05,4102,-26
M146-10,12,金德路-逸盛路,1153.05,4100,-56
M146-11,12,金德路-逸盛路,1161.05,4101,-69
M146-12,12,金德路-逸盛路,1169.05,4101,-78
M146-13,12,金德路-逸盛路,1177.05,4100,-101
M146-14,12,金德路-逸盛路,1184.44,4101,-126
M148-01,12,逸盛路站,1189.94,4105,136
M146-15,12,金德路-逸盛路,1190.94,4101,-159
M148-02,12,逸盛路站,1191.94,4102,115
M146-16,12,金德路-逸盛路,1192.94,4105,-175
M148-03,12,逸盛路站,1198.34,4101,73
M148-04,12,逸盛路站,1206.34,4101,24
M148-05,12,逸盛路站,1214.34,4102,-38
M148-06,12,逸盛路站,1222.34,4101,-87
M148-07,12,逸盛路站,1230.34,4102,-139
M148-08,12,逸盛路站,1238.34,4100,-193
M148-09,12,逸盛路站,1246.34,4100,-247
M148-10,12,逸盛路站,1254.34,4100,-297
M148-11,12,逸盛路站,1262.34,4101,-258
M148-12,12,逸盛路站,1270.34,4100,-213
M148-13,12,逸盛路站,1278.34,4102,-164
M148-14,12,逸盛路站,1286.34,4100,-115
M148-15,12,逸盛路站,1294.34,4102,-72
M148-16,12,逸盛路站,1302.34,4100,-22
M148-17,12,逸盛路站,1310.34,4102,23
M148-18,12,逸盛路站,1318.34,4101,62
M148-19,12,逸盛路站,1326.34,4103,115
M148-20,12,逸盛路站,1334.34,4103,165
M148-21,12,逸盛路站,1342.34,4101,207
M148-22,12,逸盛路站,1350.34,4102,255
M148-23,12,逸盛路站,1358.34,4103,198
M148-24,12,逸盛路站,1366.34,4102,133
M148-25,12,逸盛路站,1374.03,4102,77
M148-26,12,逸盛路站,1380.03,4103,26
M148-27,12,逸盛路站,1385.54,4101,-13
M148-28,12,逸盛路站,1392.34,4102,-65
M148-29,12,逸盛路站,1398.34,4100,-104
M150-01,12,逸盛路站,1402.34,4105,171
M148-30,12,逸盛路站,1403.34,4100,-143
M150-02,12,逸盛路站,1404.34,4101,138
M148-31,12,逸盛路站,1405.34,4105,-162
M150-03,12,逸盛路站,1410.74,4103,83
M150-04,12,逸盛路站,1418.74,4102,29
M150-05,12,逸盛路站,1426.74,4102,-14
M150-06,12,逸盛路站,1434.74,4102,-70
M150-07,12,逸盛路站,1442.74,4100,-118
M150-08,12,逸盛路站,1450.74,4102,-157
M150-09,12,逸盛路站,1458.74,4102,-206
M150-10,12,逸盛路站,1466.74,4102,-260
M150-11,12,逸盛路站,1474.74,4102,-301
M150-12,12,逸盛路站,1482.74,4102,-255
M150-13,12,逸盛路站,1490.74,4102,-208
M150-14,12,逸盛路站,1498.74,4103,-167
M150-15,12,逸盛路站,1506.74,4102,-115
M150-16,12,逸盛路站,1514.74,4102,-73
M150-17,12,逸盛路站,1522.74,4102,-21
M150-18,12,逸盛路站,1529.52,4100,16
M150-19,12,逸盛路站,1537.67,4100,62
M150-20,12,逸盛路站,1546.17,4102,111
