anchor,index_station_next,next_station_name,dist_accum,height,stagger
M109-09,9,祥园路-杭行路,1220.83,4101,-186
M109-08,9,祥园路-杭行路,1228.83,4101,-149
M109-07,9,祥园路-杭行路,1236.83,4101,-102
M109-06,9,祥园路-杭行路,1244.83,4101,-46
M109-05,9,祥园路-杭行路,1252.83,4102,-4
M109-04,9,祥园路-杭行路,1260.83,4101,47
M109-03,9,祥园路-杭行路,1268.83,4103,92
M107-33,9,祥园路-杭行路,1274.23,4104,-178
M109-02,9,祥园路-杭行路,1275.23,4100,131
M107-32,9,祥园路-杭行路,1276.23,4101,-144
M109-01,9,祥园路-杭行路,1277.23,4105,147
M107-31,9,祥园路-杭行路,1282.23,4100,-120
M107-30,9,祥园路-杭行路,1289.23,4101,-52
M107-29,9,祥园路-杭行路,1297.23,4101,-19
M107-28,9,祥园路-杭行路,1305.23,4101,15
M107-27,9,祥园路-杭行路,1313.23,4101,79
M107-26,9,祥园路-杭行路,1321.23,4101,111
M107-25,9,祥园路-杭行路,1329.23,4102,176
M107-24,9,祥园路-杭行路,1337.23,4102,205
M107-23,9,祥园路-杭行路,1345.23,4102,269
M107-22,9,祥园路-杭行路,1353.23,4101,219
M107-21,9,祥园路-杭行路,1361.23,4101,179
M107-20,9,祥园路-杭行路,1369.23,4101,133
M107-19,9,祥园路-杭行路,1377.23,4102,70
M107-18,9,祥园路-杭行路,1385.23,4101,39
M107-17,9,祥园路-杭行路,1393.23,4102,-18
M107-16,9,祥园路-杭行路,1401.23,4102,-47
M107-15,9,祥园路-杭行路,1409.23,4101,-117
M107-14,9,祥园路-杭行路,1417.23,4102,-147
M107-13,9,祥园路-杭行路,1425.23,4102,-191
M107-12,9,祥园路-杭行路,1433.23,4101,-238
M107-11,9,祥园路-杭行路,1441.23,4101,-283
M107-10,9,祥园路-杭行路,1449.23,4101,-233
M107-09,9,祥园路-杭行路,1457.23,4101,-187
M107-08,9,祥园路-杭行路,1465.23,4101,-158
M107-07,9,祥园路-杭行路,1473.23,4099,-107
M107-06,9,祥园路-杭行路,1481.23,4100,-61
M107-05,9,祥园路-杭行路,1489.23,4102,-21
M107-04,9,祥园路-杭行路,1497.23,4101,48
M107-03,9,祥园路-杭行路,1505.23,4101,91
M105-33,9,祥园路-杭行路,1510.63,4106,-170
M107-02,9,祥园路-杭行路,1511.63,4101,130
M105-32,9,祥园路-杭行路,1512.63,4098,-150
M107-01,9,祥园路-杭行路,1513.63,4105,190
M105-31,9,祥园路-杭行路,1518.63,4101,-123
M105-30,9,祥园路-杭行路,1525.63,4100,-72
M105-29,9,祥园路-杭行路,1533.63,4100,-27
M105-28,9,祥园路-杭行路,1541.63,4101,34
M105-27,9,祥园路-杭行路,1549.63,4100,80
M105-26,9,祥园路-杭行路,1557.63,4101,131
M105-25,9,祥园路-杭行路,1565.63,4101,178
M105-24,9,祥园路-杭行路,1573.63,4102,211
M105-23,9,祥园路-杭行路,1581.63,4102,268
M105-22,9,祥园路-杭行路,1589.63,4101,227
M105-21,9,祥园路-杭行路,1597.63,4100,167
M105-20,9,祥园路-杭行路,1605.63,4101,120
M105-19,9,祥园路-杭行路,1613.63,4103,86
M105-18,9,祥园路-杭行路,1621.63,4100,27
M105-17,9,祥园路-杭行路,1629.63,4102,-67
M105-16,9,祥园路-杭行路,1637.63,4102,-66
M105-15,9,祥园路-杭行路,1645.63,4100,-97
M105-14,9,祥园路-杭行路,1653.63,4102,-160
M105-13,9,祥园路-杭行路,1661.63,4101,-194
M105-12,9,祥园路-杭行路,1669.63,4102,-236
M105-11,9,祥园路-杭行路,1677.63,4102,-281
M105-10,9,祥园路-杭行路,1685.63,4102,-237
M105-09,9,祥园路-杭行路,1693.63,4101,-193
M105-08,9,祥园路-杭行路,1701.63,4102,-156
M105-07,9,祥园路-杭行路,1709.63,4102,-96
M105-06,9,祥园路-杭行路,1717.63,4102,-48
M105-05,9,祥园路-杭行路,1725.63,4101,1
M105-04,9,祥园路-杭行路,1733.63,4101,47
M105-03,9,祥园路-杭行路,1741.63,4101,93
M103-27,9,祥园路站,1747.03,4105,-162
M105-02,9,祥园路-杭行路,1748.03,4102,142
M103-26,9,祥园路站,1749.03,4101,-138
M105-01,9,祥园路-杭行路,1750.03,4106,163
M103-25,9,祥园路站,1755.03,4101,-81
M103-24,9,祥园路站,1762.03,4102,-31
M103-23,9,祥园路站,1770.03,4102,28
M103-22,9,祥园路站,1778.03,4101,97
M103-21,9,祥园路站,1786.03,4101,144
M103-20,9,祥园路站,1794.03,4100,216
M103-19,9,祥园路站,1802.03,4102,286
M103-18,9,祥园路站,1810.03,4101,220
M103-17,9,祥园路站,1818.03,4101,171
M103-16,9,祥园路站,1825.83,4102,116
M103-15,9,祥园路站,1834.03,4101,64
M103-14,9,祥园路站,1842.03,4100,0
M103-13,9,祥园路站,1850.13,4101,-53
M103-12,9,祥园路站,1858.23,4099,-112
M103-11,9,祥园路站,1866.03,4101,-175
M103-10,9,祥园路站,1874.03,4100,-220
M103-09,9,祥园路站,1882.03,4099,-278
M103-08,9,祥园路站,1890.03,4101,-240
M103-07,8,祥园路站,4.03,4100,-90
M103-06,8,祥园路站,8.4,4101,-90
M103-05,8,祥园路站,16,4101,-26
M103-04,8,祥园路站,24,4098,36
M103-03,8,祥园路站,32,4100,83
M101-27,8,渡架桥-祥园路,37.4,4106,-150
M103-02,8,祥园路站,38.4,4101,143
M101-26,8,渡架桥-祥园路,39.4,4101,-124
M103-01,8,祥园路站,40.4,4106,152
M101-25,8,渡架桥-祥园路,45.4,4100,-67
M101-24,8,渡架桥-祥园路,51.4,4100,-19
M101-23,8,渡架桥-祥园路,58.4,4099,50
M101-22,8,渡架桥-祥园路,66.79,4101,137
M101-21,8,渡架桥-祥园路,74.79,4102,213
M101-20,8,渡架桥-祥园路,82.79,4101,289
M101-19,8,渡架桥-祥园路,90.79,4101,241
M101-18,8,渡架桥-祥园路,98.79,4099,191
M101-17,8,渡架桥-祥园路,106.79,4100,143
M101-16,8,渡架桥-祥园路,114.79,4099,88
M101-15,8,渡架桥-祥园路,122.79,4098,59
M101-14,8,渡架桥-祥园路,130.79,4100,8
M101-13,8,渡架桥-祥园路,138.79,4099,-39
M101-12,8,渡架桥-祥园路,146.79,4098,-86
M101-11,8,渡架桥-祥园路,154.79,4100,-132
M101-10,8,渡架桥-祥园路,162.79,4099,-178
M101-09,8,渡架桥-祥园路,170.79,4100,-234
M101-08,8,渡架桥-祥园路,178.79,4099,-289
M101-07,8,渡架桥-祥园路,186.79,4099,-203
M101-06,8,渡架桥-祥园路,194.79,4100,-139
M101-05,8,渡架桥-祥园路,202.79,4098,-45
M101-04,8,渡架桥-祥园路,209.79,4099,17
M101-03,8,渡架桥-祥园路,216.79,4099,54
M099-18,8,渡架桥-祥园路,221.79,4106,-145
M101-02,8,渡架桥-祥园路,222.79,4101,137
M099-17,8,渡架桥-祥园路,223.79,4100,-143
M101-01,8,渡架桥-祥园路,224.79,4107,155
M099-16,8,渡架桥-祥园路,229.79,4099,-89
M099-15,8,渡架桥-祥园路,236.79,4099,-41
M099-14,8,渡架桥-祥园路,244.79,4099,13
M099-13,8,渡架桥-祥园路,252.79,4099,65
M099-12,8,渡架桥-祥园路,260.79,4101,124
M099-11,8,渡架桥-祥园路,268.79,4099,179
M099-10,8,渡架桥-祥园路,276.79,4101,230
M099-09,8,渡架桥-祥园路,284.79,4100,283
M099-08,8,渡架桥-祥园路,292.79,4100,223
M099-07,8,渡架桥-祥园路,300.79,4101,161
M099-06,8,渡架桥-祥园路,308.79,4101,99
M099-05,8,渡架桥-祥园路,316.79,4100,44
M099-04,8,渡架桥-祥园路,324.79,4100,-21
M099-03,8,渡架桥-祥园路,332.79,4100,-78
M097-33,8,渡架桥-祥园路,338.19,4105,156
M099-02,8,渡架桥-祥园路,339.19,4101,-133
M097-32,8,渡架桥-祥园路,340.19,4099,147
M099-01,8,渡架桥-祥园路,341.19,4105,-142
M097-31,8,渡架桥-祥园路,346.19,4100,110
M097-30,8,渡架桥-祥园路,353.19,4101,64
M097-29,8,渡架桥-祥园路,361.19,4100,17
M097-28,8,渡架桥-祥园路,369.19,4101,-27
M097-27,8,渡架桥-祥园路,377.19,4101,-78
M097-26,8,渡架桥-祥园路,385.19,4099,-137
M097-25,8,渡架桥-祥园路,393.19,4099,-174
M097-24,8,渡架桥-祥园路,401.19,4099,-224
M097-23,8,渡架桥-祥园路,409.19,4101,-269
M097-22,8,渡架桥-祥园路,417.19,4101,-251
M097-21,8,渡架桥-祥园路,425.19,4101,-177
M097-20,8,渡架桥-祥园路,433.19,4101,-135
M097-19,8,渡架桥-祥园路,441.19,4100,-86
M097-18,8,渡架桥-祥园路,449.19,4102,-34
M097-17,8,渡架桥-祥园路,457.19,4102,3
M097-16,8,渡架桥-祥园路,465.19,4100,52
M097-15,8,渡架桥-祥园路,473.19,4101,92
M097-14,8,渡架桥-祥园路,481.19,4100,136
M097-13,8,渡架桥-祥园路,489.19,4101,196
M097-12,8,渡架桥-祥园路,497.19,4100,244
M097-11,8,渡架桥-祥园路,505.19,4100,279
M097-10,8,渡架桥-祥园路,513.19,4101,234
M097-09,8,渡架桥-祥园路,521.19,4101,193
M097-08,8,渡架桥-祥园路,529.19,4100,145
M097-07,8,渡架桥-祥园路,537.19,4100,94
M097-06,8,渡架桥-祥园路,545.19,4101,54
M097-05,8,渡架桥-祥园路,553.19,4100,-1
M097-04,8,渡架桥-祥园路,561.19,4099,-49
M097-03,8,渡架桥-祥园路,569.19,4100,-94
M095-33,8,渡架桥-祥园路,574.59,4106,159
M097-02,8,渡架桥-祥园路,575.59,4102,-133
M095-32,8,渡架桥-祥园路,576.59,4101,144
M097-01,8,渡架桥-祥园路,577.59,4106,-134
M095-31,8,渡架桥-祥园路,582.59,4100,109
M095-30,8,渡架桥-祥园路,589.59,4100,67
M095-29,8,渡架桥-祥园路,597.59,4099,-6
M095-28,8,渡架桥-祥园路,605.59,4101,-33
M095-27,8,渡架桥-祥园路,613.59,4100,-78
M095-26,8,渡架桥-祥园路,621.59,4099,-130
M095-25,8,渡架桥-祥园路,629.59,4099,-177
M095-24,8,渡架桥-祥园路,637.59,4099,-225
M095-23,8,渡架桥-祥园路,645.59,4101,-272
M095-22,8,渡架桥-祥园路,653.59,4101,-222
M095-21,8,渡架桥-祥园路,661.59,4100,-180
M095-20,8,渡架桥-祥园路,669.59,4100,-133
M095-19,8,渡架桥-祥园路,677.59,4100,-86
M095-18,8,渡架桥-祥园路,685.59,4100,-38
M095-17,8,渡架桥-祥园路,693.59,4100,4
M095-16,8,渡架桥-祥园路,701.59,4100,54
M095-15,8,渡架桥-祥园路,709.59,4101,100
M095-14,8,渡架桥-祥园路,717.59,4100,145
M095-13,8,渡架桥-祥园路,725.59,4099,191
M095-12,8,渡架桥-祥园路,733.59,4099,242
M095-11,8,渡架桥-祥园路,741.59,4098,289
M095-10,8,渡架桥-祥园路,749.59,4099,241
M095-09,8,渡架桥-祥园路,757.59,4103,193
M095-08,8,渡架桥-祥园路,765.59,4099,146
M095-07,8,渡架桥-祥园路,773.59,4099,90
M095-06,8,渡架桥-祥园路,781.59,4099,44
M095-05,8,渡架桥-祥园路,789.59,4099,0
M095-04,8,渡架桥-祥园路,797.59,4101,-48
M095-03,8,渡架桥-祥园路,805.59,4099,-101
M093-33,8,渡架桥-祥园路,810.99,4107,152
M095-02,8,渡架桥-祥园路,811.99,4099,-134
M093-32,8,渡架桥-祥园路,812.99,4100,136
M095-01,8,渡架桥-祥园路,813.99,4106,-144
M093-31,8,渡架桥-祥园路,818.99,4098,102
M093-30,8,渡架桥-祥园路,825.99,4098,68
M093-29,8,渡架桥-祥园路,833.99,4098,14
M093-28,8,渡架桥-祥园路,841.99,4098,-45
M093-27,8,渡架桥-祥园路,849.99,4099,-84
M093-26,8,渡架桥-祥园路,857.99,4099,-129
M093-25,8,渡架桥-祥园路,865.99,4101,-175
M093-24,8,渡架桥-祥园路,873.99,4100,-227
M093-23,8,渡架桥-祥园路,881.99,4099,-275
M093-22,8,渡架桥-祥园路,889.99,4098,-229
M093-21,8,渡架桥-祥园路,897.99,4098,-179
M093-20,8,渡架桥-祥园路,905.99,4099,-135
M093-19,8,渡架桥-祥园路,913.99,4100,-89
M093-18,8,渡架桥-祥园路,921.99,4099,-42
M093-17,8,渡架桥-祥园路,929.99,4101,3
M093-16,8,渡架桥-祥园路,937.99,4103,58
M093-15,8,渡架桥-祥园路,945.99,4100,97
M093-14,8,渡架桥-祥园路,953.99,4099,146
M093-13,8,渡架桥-祥园路,961.99,4100,193
M093-12,8,渡架桥-祥园路,969.99,4099,238
M093-11,8,渡架桥-祥园路,977.99,4099,287
M093-10,8,渡架桥-祥园路,985.99,4099,237
M093-09,8,渡架桥-祥园路,993.99,4098,198
M093-08,8,渡架桥-祥园路,1001.99,4100,144
M093-07,8,渡架桥-祥园路,1009.99,4099,98
M093-06,8,渡架桥-祥园路,1017.99,4099,47
M093-05,8,渡架桥-祥园路,1025.99,4100,12
M093-04,8,渡架桥-祥园路,1033.99,4101,-46
M093-03,8,渡架桥-祥园路,1041.99,4100,-93
M091-33,8,渡架桥-祥园路,1047.39,4105,155
M093-02,8,渡架桥-祥园路,1048.39,4100,-132
M091-32,8,渡架桥-祥园路,1049.39,4100,141
M093-01,8,渡架桥-祥园路,1050.39,4106,-149
M091-31,8,渡架桥-祥园路,1055.39,4099,110
M091-30,8,渡架桥-祥园路,1062.39,4098,61
M091-29,8,渡架桥-祥园路,1070.39,4100,23
M091-28,8,渡架桥-祥园路,1078.39,4098,-30
M091-27,8,渡架桥-祥园路,1086.39,4099,-81
M091-26,8,渡架桥-祥园路,1094.39,4100,-128
M091-25,8,渡架桥-祥园路,1102.39,4100,-174
M091-24,8,渡架桥-祥园路,1110.39,4100,-234
M091-23,8,渡架桥-祥园路,1118.39,4101,-278
M091-22,8,渡架桥-祥园路,1126.39,4100,-236
M091-21,8,渡架桥-祥园路,1134.39,4099,-185
M091-20,8,渡架桥-祥园路,1142.39,4100,-132
M091-19,8,渡架桥-祥园路,1150.39,4101,-93
M091-18,8,渡架桥-祥园路,1158.39,4101,-54
M091-17,8,渡架桥-祥园路,1166.39,4100,5
M091-16,8,渡架桥-祥园路,1174.39,4100,52
M091-15,8,渡架桥-祥园路,1182.39,4100,87
M091-14,8,渡架桥-祥园路,1190.39,4101,140
M091-13,8,渡架桥-祥园路,1198.39,4100,195
M091-12,8,渡架桥-祥园路,1206.39,4099,240
M091-11,8,渡架桥-祥园路,1214.39,4100,282
M091-10,8,渡架桥-祥园路,1222.39,4101,234
M091-09,8,渡架桥-祥园路,1230.39,4100,188
M091-08,8,渡架桥-祥园路,1238.39,4100,142
M091-07,8,渡架桥-祥园路,1246.39,4101,94
M091-06,8,渡架桥-祥园路,1254.39,4101,47
M091-05,8,渡架桥-祥园路,1262.39,4100,-1
M091-04,8,渡架桥-祥园路,1270.39,4102,-44
M091-03,8,渡架桥-祥园路,1278.39,4101,-94
M089-29,8,渡架桥站,1283.79,4105,152
M091-02,8,渡架桥-祥园路,1284.79,4101,-143
M089-28,8,渡架桥站,1285.79,4102,136
M091-01,8,渡架桥-祥园路,1286.79,4106,-146
M089-27,8,渡架桥站,1292.59,4099,89
M089-26,8,渡架桥站,1300.39,4101,17
M089-25,8,渡架桥站,1307.39,4101,-40
M089-24,8,渡架桥站,1314.29,4101,-93
M089-23,8,渡架桥站,1321.29,4102,-154
M089-22,8,渡架桥站,1329.29,4102,-216
M089-21,8,渡架桥站,1337.79,4101,-276
M089-20,8,渡架桥站,1345.79,4102,-253
M089-19,8,渡架桥站,1353.79,4101,-193
M089-18,8,渡架桥站,1361.79,4101,-162
M089-17,8,渡架桥站,1368.99,4101,-117
M089-16,8,渡架桥站,1376.49,4102,-74
M089-15,8,渡架桥站,1384.49,4101,-25
M089-14,8,渡架桥站,1391.49,4100,55
M089-13,8,渡架桥站,1398.79,4102,47
M089-12,8,渡架桥站,1406.79,4100,106
M089-11,7,渡架桥站,7.5,4101,141
M089-10,7,渡架桥站,15.5,4102,189
M089-09,7,渡架桥站,23.5,4099,233
M089-08,7,渡架桥站,31,4103,256
M089-07,7,渡架桥站,39,4102,203
M089-06,7,渡架桥站,47,4101,127
M089-05,7,渡架桥站,55,4101,56
M089-04,7,渡架桥站,62,4101,-12
M089-03,7,渡架桥站,69,4101,-75
M087-07,7,渡架桥站,74.4,4105,102
M089-02,7,渡架桥站,75.4,4101,-138
M087-06,7,渡架桥站,76.4,4098,87
M089-01,7,渡架桥站,77.4,4106,-163
M087-05,7,渡架桥站,81.4,4103,93
M087-04,7,渡架桥站,87.4,4100,96
M087-03,7,渡架桥站,91.8,4102,101
M085-33,7,花园岗-渡架桥,94.8,4106,-160
M087-02,7,渡架桥站,95.8,4102,95
M085-32,7,花园岗-渡架桥,96.8,4102,-120
M087-01,7,渡架桥站,97.8,4105,99
M085-31,7,花园岗-渡架桥,102.8,4103,-95
M085-30,7,花园岗-渡架桥,108.8,4101,-54
M085-29,7,花园岗-渡架桥,114.8,4103,2
M085-28,7,花园岗-渡架桥,120.95,4102,46
M085-27,7,花园岗-渡架桥,127.95,4102,94
M085-26,7,花园岗-渡架桥,135.95,4103,171
M085-25,7,花园岗-渡架桥,143.95,4102,231
M085-24,7,花园岗-渡架桥,151.95,4103,258
M085-23,7,花园岗-渡架桥,159.95,4102,218
M085-22,7,花园岗-渡架桥,167.95,4103,181
M085-21,7,花园岗-渡架桥,175.95,4103,140
M085-20,7,花园岗-渡架桥,183.95,4102,107
M085-19,7,花园岗-渡架桥,191.95,4103,70
M085-18,7,花园岗-渡架桥,199.95,4102,26
M085-17,7,花园岗-渡架桥,207.95,4103,-3
M085-16,7,花园岗-渡架桥,215.95,4102,-44
M085-15,7,花园岗-渡架桥,223.95,4102,-90
M085-14,7,花园岗-渡架桥,231.95,4100,-123
M085-13,7,花园岗-渡架桥,239.95,4100,-157
M085-12,7,花园岗-渡架桥,247.95,4101,-202
M085-11,7,花园岗-渡架桥,255.95,4100,-243
M085-10,7,花园岗-渡架桥,263.95,4101,-276
M085-09,7,花园岗-渡架桥,271.95,4101,-255
M085-08,7,花园岗-渡架桥,279.95,4101,-198
M085-07,7,花园岗-渡架桥,287.95,4101,-135
M085-06,7,花园岗-渡架桥,295.95,4100,-70
M085-05,7,花园岗-渡架桥,302.95,4100,-21
M085-04,7,花园岗-渡架桥,309.95,4102,35
M085-03,7,花园岗-渡架桥,315.95,4102,76
M083-33,7,花园岗-渡架桥,320.95,4106,-163
M085-02,7,花园岗-渡架桥,321.95,4102,124
M083-32,7,花园岗-渡架桥,322.95,4101,-146
M085-01,7,花园岗-渡架桥,323.95,4106,141
M083-31,7,花园岗-渡架桥,328.95,4102,-108
M083-30,7,花园岗-渡架桥,335.95,4101,-69
M083-29,7,花园岗-渡架桥,343.95,4101,-13
M083-28,7,花园岗-渡架桥,351.95,4102,30
M083-27,7,花园岗-渡架桥,359.95,4103,75
M083-26,7,花园岗-渡架桥,367.95,4102,121
M083-25,7,花园岗-渡架桥,375.95,4103,175
M083-24,7,花园岗-渡架桥,383.95,4102,217
M083-23,7,花园岗-渡架桥,391.95,4101,278
M083-22,7,花园岗-渡架桥,399.95,4101,227
M083-21,7,花园岗-渡架桥,407.95,4102,175
M083-20,7,花园岗-渡架桥,415.95,4102,130
M083-19,7,花园岗-渡架桥,423.95,4103,88
M083-18,7,花园岗-渡架桥,431.95,4101,38
M083-17,7,花园岗-渡架桥,439.95,4100,1
M083-16,7,花园岗-渡架桥,447.95,4100,-50
M083-15,7,花园岗-渡架桥,455.95,4100,-101
M083-14,7,花园岗-渡架桥,463.95,4100,-155
M083-13,7,花园岗-渡架桥,471.95,4101,-198
M083-12,7,花园岗-渡架桥,479.95,4099,-243
M083-11,7,花园岗-渡架桥,487.95,4101,-282
M083-10,7,花园岗-渡架桥,495.95,4101,-240
M083-09,7,花园岗-渡架桥,503.95,4101,-191
M083-08,7,花园岗-渡架桥,511.95,4099,-148
M083-07,7,花园岗-渡架桥,519.95,4099,-99
M083-06,7,花园岗-渡架桥,527.95,4099,-47
M083-05,7,花园岗-渡架桥,535.95,4099,-18
M083-04,7,花园岗-渡架桥,543.95,4101,40
M083-03,7,花园岗-渡架桥,551.95,4101,79
M081-33,7,花园岗-渡架桥,557.35,4105,-154
M083-02,7,花园岗-渡架桥,558.35,4103,141
M081-32,7,花园岗-渡架桥,559.35,4099,-145
M083-01,7,花园岗-渡架桥,560.35,4106,137
M081-31,7,花园岗-渡架桥,565.35,4102,-112
M081-30,7,花园岗-渡架桥,572.35,4103,-72
M081-29,7,花园岗-渡架桥,580.35,4102,-19
M081-28,7,花园岗-渡架桥,588.35,4102,26
M081-27,7,花园岗-渡架桥,596.35,4103,77
M081-26,7,花园岗-渡架桥,604.35,4101,124
M081-25,7,花园岗-渡架桥,612.35,4103,176
M081-24,7,花园岗-渡架桥,620.35,4103,218
M081-23,7,花园岗-渡架桥,628.35,4102,272
M081-22,7,花园岗-渡架桥,636.35,4100,228
M081-21,7,花园岗-渡架桥,644.35,4102,177
M081-20,7,花园岗-渡架桥,652.35,4103,132
M081-19,7,花园岗-渡架桥,660.35,4101,87
M081-18,7,花园岗-渡架桥,668.35,4100,40
M081-17,7,花园岗-渡架桥,676.35,4102,-7
M081-16,7,花园岗-渡架桥,684.35,4101,-58
M081-15,7,花园岗-渡架桥,692.35,4100,-97
M081-14,7,花园岗-渡架桥,700.35,4101,-145
M081-13,7,花园岗-渡架桥,708.35,4101,-198
M081-12,7,花园岗-渡架桥,716.35,4102,-240
M081-11,7,花园岗-渡架桥,724.35,4101,-282
M081-10,7,花园岗-渡架桥,732.35,4101,-243
M081-09,7,花园岗-渡架桥,740.35,4100,-191
M081-08,7,花园岗-渡架桥,748.35,4101,-146
M081-07,7,花园岗-渡架桥,756.35,4103,-103
M081-06,7,花园岗-渡架桥,764.35,4100,-56
M081-05,7,花园岗-渡架桥,772.35,4103,-4
M081-04,7,花园岗-渡架桥,780.35,4103,44
M081-03,7,花园岗-渡架桥,788.35,4103,89
M079-33,7,花园岗-渡架桥,793.75,4105,-158
M081-02,7,花园岗-渡架桥,794.75,4103,137
M079-32,7,花园岗-渡架桥,795.75,4101,-146
M081-01,7,花园岗-渡架桥,796.75,4105,146
M079-31,7,花园岗-渡架桥,801.75,4100,-107
M079-30,7,花园岗-渡架桥,808.75,4103,-65
M079-29,7,花园岗-渡架桥,816.75,4103,-19
M079-28,7,花园岗-渡架桥,824.75,4101,25
M079-27,7,花园岗-渡架桥,832.75,4102,84
M079-26,7,花园岗-渡架桥,840.75,4101,131
M079-25,7,花园岗-渡架桥,848.75,4102,172
M079-24,7,花园岗-渡架桥,856.75,4103,222
M079-23,7,花园岗-渡架桥,864.75,4103,260
M079-22,7,花园岗-渡架桥,872.75,4103,215
M079-21,7,花园岗-渡架桥,880.75,4101,181
M079-20,7,花园岗-渡架桥,888.75,4100,135
M079-19,7,花园岗-渡架桥,896.75,4102,82
M079-18,7,花园岗-渡架桥,904.75,4100,37
M079-17,7,花园岗-渡架桥,912.75,4100,-11
M079-16,7,花园岗-渡架桥,920.75,4099,-64
M079-15,7,花园岗-渡架桥,928.75,4101,-105
M079-14,7,花园岗-渡架桥,936.75,4099,-156
M079-13,7,花园岗-渡架桥,944.75,4100,-199
M079-12,7,花园岗-渡架桥,952.75,4101,-241
M079-11,7,花园岗-渡架桥,960.75,4100,-293
M079-10,7,花园岗-渡架桥,968.75,4100,-238
M079-09,7,花园岗-渡架桥,976.75,4102,-194
M079-08,7,花园岗-渡架桥,984.75,4101,-149
M079-07,7,花园岗-渡架桥,992.75,4100,-101
M079-06,7,花园岗-渡架桥,1000.75,4100,-54
M079-05,7,花园岗-渡架桥,1008.75,4102,0
M079-04,7,花园岗-渡架桥,1016.75,4102,46
M079-03,7,花园岗-渡架桥,1024.75,4101,89
M077-07,7,花园岗站,1030.15,4104,-183
M079-02,7,花园岗-渡架桥,1031.15,4101,136
M077-06,7,花园岗站,1032.15,4101,-173
M079-01,7,花园岗-渡架桥,1033.15,4103,152
M077-05,7,花园岗站,1036.15,4102,-132
M077-04,7,花园岗站,1042.15,4102,-111
M077-03,7,花园岗站,1047.55,4102,-106
M075-21,7,花园岗站,1050.55,4105,151
M077-02,7,花园岗站,1051.55,4100,-112
M075-20,7,花园岗站,1052.55,4102,127
M077-01,7,花园岗站,1053.55,4106,-111
M075-19,7,花园岗站,1058.95,4101,96
M075-18,7,花园岗站,1067.04,4100,42
M075-17,7,花园岗站,1075.54,4101,-9
M075-16,7,花园岗站,1083.6,4100,-55
M075-15,7,花园岗站,1091.2,4102,-101
M075-14,7,花园岗站,1099.84,4101,-152
M075-13,7,花园岗站,1106.84,4101,-199
M075-12,7,花园岗站,1114.9,4101,-245
M075-11,7,花园岗站,1123.34,4102,-292
M075-10,7,花园岗站,1131.34,4102,-243
M075-09,7,花园岗站,1138.7,4102,-195
M075-08,7,花园岗站,1146.34,4103,-154
M075-07,7,花园岗站,1154.34,4100,-104
M075-06,6,花园岗站,6.66,4098,-74
M075-05,6,花园岗站,15.21,4100,-6
M075-04,6,花园岗站,23.21,4102,45
M075-03,6,花园岗站,30.21,4102,84
M073-23,6,花园岗站,36.21,4106,-156
M075-02,6,花园岗站,37.21,4103,128
M073-22,6,花园岗站,38.21,4101,-134
M075-01,6,花园岗站,39.21,4106,139
M073-21,6,花园岗站,43.91,4102,-120
M073-20,6,花园岗站,49.91,4100,-92
M073-19,6,花园岗站,55.91,4101,-45
M073-18,6,花园岗站,63.21,4101,-1
M073-17,6,花园岗站,71.21,4102,39
M073-16,6,花园岗站,79.21,4102,87
M073-15,6,花园岗站,87.21,4100,135
M073-14,6,花园岗站,95.21,4101,178
M073-13,6,花园岗站,103.21,4103,222
M073-12,6,花园岗站,111.21,4103,263
M073-11,6,花园岗站,119.21,4102,225
M073-10,6,花园岗站,127.21,4103,181
M073-09,6,花园岗站,135.21,4102,137
M073-08,6,花园岗站,143.21,4101,94
M073-07,6,花园岗站,151.21,4102,50
M073-06,6,花园岗站,159.21,4100,12
M073-05,6,花园岗站,167.21,4102,-17
M073-04,6,花园岗站,175.21,4100,-72
M073-03,6,花园岗站,183.21,4101,-118
M071-24,6,花园岗站,188.61,4105,154
M073-02,6,花园岗站,189.61,4101,-149
M071-23,6,花园岗站,190.61,4102,133
M073-01,6,花园岗站,191.61,4106,-160
M071-22,6,花园岗站,196.61,4101,97
M071-21,6,花园岗站,202.61,4102,70
M071-20,6,花园岗站,210.28,4102,31
M071-19,6,花园岗站,218.28,4102,-11
M071-18,6,花园岗站,226.28,4101,-58
M071-17,6,花园岗站,234.28,4101,-93
M071-16,6,花园岗站,242.28,4101,-133
M071-15,6,花园岗站,250.28,4101,-174
M071-14,6,花园岗站,258.28,4102,-207
M071-13,6,花园岗站,266.28,4101,-251
M071-12,6,花园岗站,274.28,4102,-294
M071-11,6,花园岗站,282.28,4101,-249
M071-10,6,花园岗站,290.28,4101,-200
M071-09,6,花园岗站,298.28,4102,-152
M071-08,6,花园岗站,306.28,4102,-124
M071-07,6,花园岗站,314.28,4101,-79
M071-06,6,花园岗站,322.28,4101,-31
M071-05,6,花园岗站,330.28,4102,10
M071-04,6,花园岗站,338.28,4100,53
M071-03,6,花园岗站,346.28,4100,96
M069-30,6,花园岗站,351.68,4106,-157
M071-02,6,花园岗站,352.68,4102,127
M069-29,6,花园岗站,353.68,4101,-141
M071-01,6,花园岗站,354.68,4106,143
M069-28,6,花园岗站,359.68,4098,-105
M069-27,6,花园岗站,366.68,4100,-102
M069-26,6,花园岗站,373.68,4100,-90
M069-25,6,花园岗站,380.68,4101,-49
M069-24,6,花园岗站,388.68,4101,-21
